return_id,order_id,return_reason,refund_amount
237.0,89564.0, Wrong Item,1945.38
238.0,79015.0, Wrong Item,837.36
239.0,83139.0,late ,904.07
240.0,90622.0,DAMAGED,1044.79
,,Wrong Item,464.43
242.0,71357.0,late,1594.05
243.0,75924.0,Damaged,1953.42
244.0,92066.0,damaged ,1194.02
245.0,67481.0,LATE  ,360.37
246.0,85432.0,DAMAGED,168.35
247.0,67167.0,wrong item,1183.82
248.0,,Damaged,1224.66
249.0,,damaged,
250.0,57143.0,Wrong Item,-84.1
251.0,83827.0,,1216.6
,,late,
253.0,78653.0,Wrong Item ,1918.75
254.0,80946.0, Damaged,
,,damaged,722.62
256.0,,Wrong Item,1803.82
257.0,99629.0,Damaged ,1190.56
258.0,,Late ,265.31
259.0,50957.0,Damaged,1085.82
260.0,51106.0,Late ,207.99
,89812.0,damaged ,325.39
262.0,98767.0, damaged,1214.26
263.0,55606.0,Late ,287.71
264.0,86642.0,Late ,1534.6
265.0,50790.0,DAMAGED,1291.98
266.0,55597.0,damaged ,97.85
267.0,73825.0,Late,1537.72
268.0,88417.0,Damaged,50.92
269.0,92112.0,Late ,
270.0,82474.0,DAMAGED,1436.8
271.0,87499.0,DAMAGED,1340.1
,67155.0,DAMAGED,1033.53
273.0,59281.0,Late,903.14
,57900.0, Damaged,1470.05
275.0,95557.0,DAMAGED,307.33
276.0,,Wrong Item,615.98
277.0,57950.0,damaged ,
,,late,1161.91
279.0,80933.0,Damaged,386.55
280.0,80389.0,LATE,1093.74
281.0,50603.0,DAMAGED,1316.11
282.0,93439.0,damaged ,752.51
283.0,56836.0, Wrong Item,1091.46
284.0,82907.0, Late,1661.32
285.0,75993.0,Wrong Item,828.22
286.0,64548.0,,872.96
287.0,74871.0,LATE  ,1621.63
288.0,55683.0,Wrong Item ,5.29
289.0,67786.0,damaged ,140.67
,53978.0,Late,103.17
291.0,62762.0,DAMAGED,1750.79
292.0,,damaged ,1418.95
293.0,59582.0,Damaged ,554.61
294.0,94128.0,LATE  ,681.47
295.0,93629.0,LATE,1863.92
296.0,79559.0, Damaged,1943.73
297.0,90479.0,WRONG ITEM,1610.02
298.0,74004.0,,1428.4
299.0,65615.0,Late ,
300.0,94178.0,DAMAGED,1685.36
301.0,56255.0,Damaged ,1598.71
302.0,50861.0, Late,968.62
303.0,64034.0,Damaged ,607.88
304.0,,Late ,1158.84
305.0,,Late ,-0.79
,55715.0,damaged,1687.31
307.0,,Wrong Item,1758.22
308.0,,Damaged,
309.0,65416.0,,1552.32
310.0,58749.0,Damaged,813.01
311.0,62987.0, Wrong Item,1149.64
312.0,,LATE  ,564.54
313.0,,Damaged,-70.66
314.0,80035.0,damaged ,
315.0,50817.0,damaged,128.79
316.0,69008.0,Late ,1431.2
317.0,55036.0, Late,1878.84
318.0,96161.0,late,1478.77
319.0,90079.0, Late,744.26
320.0,77822.0,Late ,581.95
321.0,88146.0, Wrong Item,1240.63
322.0,,DAMAGED,1294.53
323.0,, damaged,1610.64
324.0,64115.0,LATE ,769.73
325.0,,Wrong Item,1630.57
326.0,62911.0,wrong item,308.03
327.0,,DAMAGED,1299.41
328.0,67658.0,DAMAGED,191.74
,93257.0,late,
330.0,83125.0,LATE  ,
331.0,,Late ,-41.78
332.0,84726.0,DAMAGED,675.32
333.0,80468.0,LATE  ,1844.61
334.0,64842.0,Damaged,1602.07
335.0,58787.0,Wrong Item,1655.43
336.0,,Wrong Item ,470.31
337.0,94562.0,Wrong Item,1384.94
338.0,73144.0,late ,719.45
339.0,77500.0,Late,1388.89
340.0,,late,1090.27
341.0,95595.0,Wrong Item,1906.71
342.0,53678.0,Wrong Item ,-80.59
343.0,64853.0,damaged,
344.0,84868.0, Late,504.34
345.0,95281.0,damaged ,1573.36
346.0,97139.0, LATE ,541.77
,52245.0,,1564.92
348.0,56869.0,Late,1014.26
349.0,99608.0,damaged ,
350.0,87325.0,damaged ,990.06
,87118.0,Damaged,1286.87
352.0,, damaged,1253.79
353.0,85124.0,DAMAGED,790.31
354.0,64001.0,LATE,333.7
355.0,72033.0,Late,64.93
356.0,53398.0,LATE ,1629.96
357.0,87449.0,Wrong Item ,1453.09
358.0,96705.0,,203.15
359.0,92948.0,Damaged ,635.04
360.0,81231.0, LATE ,229.5
361.0,89124.0, Late,
362.0,, Damaged,1462.35
363.0,56968.0,,1891.91
364.0,81822.0,,722.75
365.0,56520.0,LATE,1300.65
366.0,,LATE ,724.45
367.0,,Wrong Item,1138.42
,,Damaged ,712.49
369.0,68436.0, LATE ,507.92
370.0,83719.0,Late ,
371.0,79279.0,damaged ,184.73
372.0,80651.0,Damaged,1403.02
373.0,94715.0,late ,833.1
374.0,71423.0,Late ,21.67
375.0,68935.0,Wrong Item,1304.88
376.0,73798.0, Late,
377.0,71054.0,LATE,384.96
,75153.0,damaged,648.19
379.0,71217.0,damaged,357.27
,63543.0,Damaged,1800.16
381.0,,DAMAGED,887.67
382.0,88606.0,DAMAGED,
383.0,50067.0, Damaged,382.53
384.0,, Damaged,1850.3
385.0,66829.0,Damaged,-63.44
386.0,69663.0,Wrong Item ,803.92
387.0,76999.0,,1187.45
,58234.0,damaged,1928.19
,57018.0,,1940.27
390.0,,wrong item,1579.64
391.0,,wrong item,
392.0,75526.0, Late,357.98
393.0,72688.0, damaged,1227.56
394.0,59401.0, damaged,-92.89
395.0,70452.0,Damaged,1950.45
396.0,89304.0,damaged ,1896.36
397.0,, Late,1510.73
398.0,,DAMAGED,1003.06
399.0,89192.0,damaged,1189.05
400.0,64559.0, Late,1657.86
401.0,,damaged,
402.0,75550.0,DAMAGED,524.25
403.0,83301.0,LATE ,-78.68
404.0,92666.0,LATE  ,855.0
405.0,55638.0,wrong item,
406.0,87388.0,,814.97
407.0,61500.0, Late,102.62
408.0,65012.0, damaged,1940.54
409.0,66027.0,Late,525.87
410.0,85402.0,Late ,634.26
411.0,83928.0, Wrong Item,928.55
412.0,69615.0,Damaged,1667.5
413.0,50979.0,late ,759.34
414.0,74151.0, damaged,400.64
415.0,84163.0,wrong item,1295.45
416.0,,LATE,44.34
417.0,57053.0,Late,172.32
,,Damaged,1963.66
419.0,70002.0, damaged,1335.42
420.0,69382.0,,234.5
421.0,67679.0, Wrong Item,
422.0,95367.0,damaged,320.74
423.0,86281.0,LATE ,572.01
,,LATE  ,1894.13
425.0,68910.0,Damaged,901.71
426.0,76800.0, damaged,1236.09
427.0,,,353.45
428.0,94601.0,,5.91
429.0,80450.0,wrong item,905.31
430.0,54917.0,late ,1122.24
431.0,57972.0, damaged,265.9
432.0,82272.0, Late,
433.0,68196.0,Late ,1555.57
434.0,95276.0,Wrong Item,25.33
435.0,79031.0,WRONG ITEM,-32.21
,55080.0,Damaged ,
437.0,81537.0, LATE ,1426.35
438.0,82108.0,Late,1658.91
439.0,67046.0,LATE  ,1122.0
440.0,65178.0,DAMAGED,864.58
441.0,55417.0,damaged,491.54
442.0,50817.0,late,
443.0,83856.0, damaged,50.77
444.0,,wrong item,1675.87
445.0,,DAMAGED,123.77
,,DAMAGED,820.5
447.0,64427.0,Late ,760.08
448.0,78743.0,,33.78
449.0,97154.0,Damaged,
450.0,79725.0,LATE ,
451.0,67113.0,,99.01
452.0,67275.0, Wrong Item,64.35
453.0,96813.0, damaged,
454.0,71393.0,,1153.14
,67771.0,Wrong Item,323.64
,86315.0,Wrong Item,
457.0,61776.0,Late ,941.25
458.0,,WRONG ITEM,118.54
459.0,77703.0,late,
460.0,52225.0,late ,995.97
461.0,92267.0,late,1734.98
462.0,78609.0,,766.94
463.0,67874.0,LATE ,427.33
464.0,,,
465.0,51286.0,WRONG ITEM,403.19
466.0,92438.0, LATE ,472.16
467.0,, LATE ,650.4
468.0,59451.0,LATE,
,83136.0,DAMAGED,1540.71
470.0,77312.0, Late,1543.78
471.0,,Wrong Item,368.04
472.0,57601.0,Damaged,101.4
473.0,54779.0,Wrong Item ,583.69
474.0,97405.0,Late ,-12.58
475.0,67786.0,Damaged,99.48
476.0,,late,623.99
477.0,77070.0,Late ,1770.62
478.0,65436.0,Late ,281.0
479.0,75407.0,Damaged,494.39
480.0,50284.0,wrong item,1116.86
481.0,65663.0,damaged,388.58
482.0,99784.0,Late,1517.63
483.0,,Wrong Item ,1498.4
484.0,91120.0,LATE,1950.93
485.0,54356.0,wrong item,367.57
486.0,52884.0,Wrong Item ,1913.43
487.0,94264.0,,971.85
,95309.0,LATE,
489.0,51452.0,Damaged ,1586.07
490.0,83647.0,LATE,1874.8
491.0,79529.0,damaged ,433.77
492.0,54611.0,LATE,666.71
493.0,,Damaged,749.68
494.0,95256.0,Wrong Item,1009.57
495.0,93543.0,,15.44
496.0,91216.0,late,
497.0,,,1512.34
498.0,76171.0,Damaged,467.82
499.0,68686.0,LATE  ,1912.8
500.0,53565.0,,377.19
501.0,65762.0,Late ,45.06
502.0,79742.0,Late ,1738.94
503.0,55446.0,Late ,119.0
,62309.0,,1989.71
505.0,66503.0, Late,610.21
506.0,56451.0,damaged,1557.53
507.0,76916.0,DAMAGED,496.11
508.0,53087.0,WRONG ITEM,-26.47
509.0,,,820.22
510.0,73151.0,Damaged ,1812.54
511.0,86957.0,damaged ,1790.23
512.0,82063.0,Late ,994.25
513.0,93967.0,damaged,907.0
514.0,80468.0,damaged,1625.9
,65689.0,Late ,628.57
516.0,73044.0,late ,1149.29
517.0,68047.0,LATE  ,1903.7
518.0,73121.0,Damaged ,242.07
519.0,66606.0,Late ,1813.54
520.0,,Late,1442.92
521.0,,Wrong Item,1505.19
522.0,87288.0,Damaged ,1212.16
523.0,95905.0, damaged,1667.8
524.0,53660.0,LATE,884.34
525.0,,damaged,1718.84
,67611.0,damaged,991.23
527.0,98030.0,Late ,1529.29
528.0,50711.0,LATE  ,
529.0,68892.0, Wrong Item,1207.65
530.0,84292.0,damaged,735.1
531.0,71225.0,Late ,1441.88
532.0,56124.0, Wrong Item,1838.05
533.0,75788.0,wrong item,643.03
534.0,61488.0,Damaged,1970.57
,,Damaged,1472.45
536.0,, Late,1919.23
537.0,63019.0, Damaged,773.62
538.0,,LATE ,62.99
,93382.0,LATE ,1121.51
,,damaged,1.19
541.0,,,1850.45
542.0,96257.0,Damaged,1411.59
543.0,87257.0,,623.65
544.0,,LATE ,1692.81
545.0,,Late ,237.57
546.0,97250.0,wrong item,992.37
547.0,89288.0,LATE ,73.71
548.0,64888.0,damaged,
,99364.0, damaged,1205.83
550.0,,LATE,1822.71
551.0,83261.0,Damaged ,1103.29
552.0,92315.0,LATE ,1419.84
553.0,50916.0,,418.79
554.0,56552.0,,-68.75
555.0,69509.0, Damaged,
556.0,53712.0,Late ,1457.46
557.0,73452.0, damaged,732.09
558.0,78109.0,Damaged,517.45
559.0,,damaged,-31.21
560.0,79526.0,DAMAGED,980.67
561.0,,damaged,1310.8
,89248.0,Late ,
563.0,80409.0,Wrong Item ,1524.16
564.0,55020.0,LATE,1018.5
565.0,98035.0,late ,824.58
566.0,88546.0,wrong item,76.76
567.0,70887.0,late ,
,51875.0,late,1942.12
569.0,62472.0,,1843.6
570.0,57446.0,Late ,1001.12
571.0,58004.0,LATE  ,-80.21
572.0,54301.0,damaged,1167.49
573.0,93289.0,late ,983.22
574.0,96321.0,Damaged,
575.0,97823.0, Damaged,240.01
576.0,61914.0,damaged ,197.38
577.0,62542.0,LATE ,1240.68
578.0,90988.0,LATE  ,
579.0,,WRONG ITEM,327.27
580.0,77726.0,LATE ,643.63
581.0,53581.0,,75.38
582.0,, damaged,
583.0,64730.0, Wrong Item,1640.18
584.0,63229.0,DAMAGED,1875.23
585.0,63152.0,,1703.29
586.0,51537.0,Wrong Item,79.83
587.0,98441.0,Damaged ,242.6
588.0,82566.0,,492.54
,69222.0, LATE ,1842.51
590.0,92616.0,Late,1006.92
591.0,86511.0,Late,-40.97
592.0,60936.0,LATE  ,261.99
593.0,77779.0,LATE  ,1486.98
594.0,68121.0,wrong item,1870.83
,76271.0,damaged ,1127.66
596.0,94702.0,DAMAGED,
597.0,87365.0,Damaged ,1746.41
598.0,75535.0,LATE ,873.5
599.0,60211.0, LATE ,410.77
600.0,,Damaged,1641.92
,,Damaged,514.92
602.0,81788.0,Damaged,1591.03
603.0,63825.0,Late,1659.74
604.0,68544.0,DAMAGED,
605.0,85069.0,DAMAGED,1735.59
606.0,62559.0,late ,1041.21
607.0,92560.0,damaged ,1785.89
608.0,51261.0,WRONG ITEM,368.41
,87517.0,Late ,79.0
,62006.0, damaged,-6.12
611.0,98743.0,late,1814.87
612.0,89173.0, Wrong Item,278.28
613.0,88329.0, damaged,
614.0,90330.0,LATE  ,1964.3
615.0,88659.0,DAMAGED,1681.15
616.0,98872.0, Wrong Item,769.35
617.0,90393.0,Damaged,1234.39
618.0,94384.0,,1209.93
619.0,,DAMAGED,97.14
620.0,82935.0,Wrong Item,1423.64
621.0,77453.0,WRONG ITEM,393.75
622.0,, damaged,1817.22
623.0,75960.0,Late ,1972.32
624.0,54713.0, LATE ,1400.93
625.0,51844.0,DAMAGED,802.43
626.0,89459.0, Wrong Item,1335.79
627.0,88309.0,wrong item,1328.61
628.0,,Late ,1714.86
629.0,58654.0,DAMAGED,
,,Damaged ,214.82
631.0,96270.0,late ,506.63
632.0,90608.0,wrong item,1342.21
633.0,78503.0,DAMAGED,
634.0,90901.0,DAMAGED,
635.0,52403.0,Damaged ,988.83
636.0,73962.0, Late,1953.23
,62414.0,LATE  ,69.4
,77743.0,late ,117.0
639.0,52832.0,DAMAGED,1283.14
640.0,72913.0,Damaged,
,,Late ,1308.27
642.0,95250.0,Late,
643.0,, Late,1396.26
644.0,,damaged ,776.67
,71018.0,Late ,1155.29
646.0,60362.0,wrong item,636.17
647.0,71595.0,,1683.38
648.0,94191.0,Damaged ,1778.11
649.0,,DAMAGED,549.38
650.0,69292.0,LATE ,759.33
651.0,73715.0, LATE ,533.52
652.0,53905.0,DAMAGED,924.52
653.0,81075.0, Late,1691.96
654.0,64308.0, Damaged,-2.92
655.0,88016.0, Damaged,1140.26
656.0,, Wrong Item,226.39
657.0,83466.0,LATE  ,1761.64
658.0,,,1080.31
,,,189.4
,,late ,830.96
661.0,,,107.48
662.0,85460.0,LATE  ,990.71
663.0,50182.0,damaged ,1777.94
664.0,,DAMAGED,
665.0,94000.0,Damaged,634.8
666.0,57232.0,Wrong Item,608.93
667.0,81770.0,,496.23
668.0,90125.0, Wrong Item,543.59
669.0,62161.0,wrong item,
670.0,72188.0,late ,1495.48
671.0,63712.0,,1382.13
,68033.0,,1732.65
,59367.0,DAMAGED,-59.89
674.0,95117.0,LATE ,470.3
675.0,94048.0,DAMAGED,1091.72
676.0,71416.0,Wrong Item,550.02
,99259.0,wrong item,834.88
678.0,, damaged,824.72
679.0,61835.0,,23.65
680.0,88030.0,Damaged,86.78
681.0,,DAMAGED,1175.14
682.0,,Late,1127.13
683.0,57618.0,Damaged ,127.96
684.0,78934.0,late,1685.57
685.0,71909.0,,226.04
686.0,,Late,1305.03
687.0,,Late,1763.07
688.0,64438.0,DAMAGED,1448.5
689.0,68944.0,Wrong Item,1522.63
690.0,73066.0,Damaged,1125.04
691.0,95153.0,late ,-59.05
692.0,83859.0,Wrong Item,1706.84
693.0,50964.0,Late ,477.64
694.0,68557.0,,439.13
695.0,78210.0,,1716.53
696.0,96024.0,,534.48
697.0,78994.0,Late,287.05
698.0,91507.0,,
699.0,76363.0,LATE  ,1166.14
700.0,74822.0,Damaged ,1228.78
701.0,, Wrong Item,248.17
702.0,85219.0, damaged,113.1
,56163.0,Damaged ,281.21
,65976.0,LATE ,1513.6
705.0,74469.0, Damaged,1543.03
706.0,,DAMAGED,261.18
707.0,65586.0,LATE ,377.66
708.0,,damaged,1969.77
709.0,,Late,498.02
710.0,,late ,
711.0,83458.0,damaged,678.38
712.0,52477.0,late,1863.72
713.0,,Damaged,434.55
714.0,58572.0,damaged,1342.13
715.0,72593.0,DAMAGED,496.29
,59638.0,Late ,153.27
,63562.0,damaged,1830.17
718.0,93690.0,DAMAGED,570.28
719.0,62765.0,late ,160.21
720.0,52208.0,Late,919.42
721.0,86256.0,late ,643.12
,64995.0,damaged,316.33
723.0,84444.0, LATE ,1012.39
724.0,76341.0, damaged,325.81
725.0,74011.0,,1250.13
726.0,,Wrong Item,1473.68
727.0,95972.0,LATE  ,223.73
728.0,82054.0,Wrong Item ,1788.69
729.0,,Damaged,59.73
730.0,83041.0,,1091.71
731.0,90393.0,,437.32
732.0,85905.0,,784.97
733.0,69662.0,damaged,1884.31
734.0,,wrong item,
,,damaged,1392.97
736.0,91925.0, LATE ,1597.28
737.0,70953.0,late ,810.39
738.0,78513.0,late ,
739.0,77488.0,DAMAGED,1154.15
740.0,77371.0,damaged ,288.14
741.0,,DAMAGED,997.56
742.0,76790.0,late ,320.67
743.0,80959.0,wrong item,180.24
744.0,64615.0,LATE,1512.9
745.0,56584.0,DAMAGED,868.25
746.0,54021.0,Wrong Item,
747.0,93672.0,Late ,1516.61
,63847.0,LATE,
749.0,74828.0,damaged,350.4
750.0,68141.0, Late,1860.82
751.0,78283.0,damaged ,1403.54
,91089.0,Wrong Item ,-39.19
753.0,93278.0,Late ,713.63
754.0,70216.0, Late,
755.0,84685.0, Wrong Item,1598.16
756.0,,Late ,517.13
757.0,85976.0,LATE,1573.26
758.0,,damaged,1977.05
759.0,76525.0,damaged,648.85
760.0,59401.0,damaged ,1930.78
761.0,55758.0,late,1277.21
762.0,94543.0,late ,716.43
763.0,59373.0,wrong item,1049.52
764.0,68794.0,Wrong Item ,592.21
765.0,82260.0,LATE  ,1558.49
766.0,53123.0,damaged,878.05
767.0,60852.0,Late,1202.55
768.0,, damaged,1198.34
769.0,50543.0,Damaged ,1053.93
770.0,84669.0,Damaged,1401.97
,,DAMAGED,1113.63
772.0,88307.0,,1967.37
773.0,73003.0,late ,770.3
774.0,, LATE ,1319.32
775.0,88591.0,LATE ,1379.37
776.0,54314.0,Damaged,861.36
,68465.0, LATE ,378.35
778.0,97444.0, Damaged,707.04
779.0,63036.0,Late ,706.83
780.0,86714.0,damaged ,21.85
781.0,87158.0,,180.65
782.0,69572.0,damaged,989.79
783.0,97567.0,Damaged,
784.0,71214.0,Wrong Item,1949.81
785.0,60655.0,damaged ,436.64
786.0,61431.0,WRONG ITEM,1132.09
787.0,,,-28.36
788.0,67827.0,late ,
789.0,92197.0,Late ,836.35
790.0,67748.0,Damaged,252.64
791.0,92311.0, Late,5.75
792.0,75763.0,Damaged,148.2
793.0,50705.0,late,306.03
794.0,69781.0, damaged,
795.0,98668.0,late ,521.96
,75340.0, Late,976.19
797.0,74370.0,WRONG ITEM,
798.0,76235.0,DAMAGED,422.87
,56911.0, damaged,1630.95
,74659.0,Late,272.52
801.0,69131.0, Wrong Item,723.55
802.0,67763.0,,221.38
803.0,,late,1476.59
804.0,66617.0,WRONG ITEM,364.53
805.0,58441.0,LATE,1744.32
806.0,79920.0,LATE,
807.0,68594.0, Wrong Item,1014.42
808.0,88488.0,,488.49
809.0,50286.0, damaged,307.03
810.0,53825.0,LATE  ,960.49
811.0,77897.0,Damaged ,85.82
812.0,77654.0,WRONG ITEM,1879.12
813.0,,DAMAGED,1657.56
814.0,52268.0,late,273.04
,52309.0,Wrong Item,1692.06
816.0,81665.0,DAMAGED,1824.08
817.0,77588.0,Late,569.62
818.0,,,1021.14
819.0,84656.0,Wrong Item ,402.57
820.0,,damaged,1913.85
821.0,,damaged,1782.13
822.0,55373.0,late,1732.42
,96054.0, Late,1990.11
824.0,90458.0,Damaged ,1813.64
825.0,96102.0,wrong item,1762.91
,,LATE ,-92.25
827.0,,Damaged ,1172.94
828.0,89478.0,LATE,50.94
829.0,53171.0,damaged,138.74
830.0,50543.0,,1953.2
831.0,76697.0, Wrong Item,1566.55
832.0,90031.0,Late ,
833.0,63722.0,Late ,991.99
834.0,62829.0,damaged,1658.76
835.0,66696.0, Late,996.56
836.0,66133.0, damaged,156.77
837.0,,Late ,176.72
