product_id,product_name,category,unit_price,supplier_id
2075.0,Product_75,Electronics,913.87,1218.0
2076.0,Product_76,furniture,1475.77,1032.0
2077.0,Product_77, Food,1737.26,
,Product_78,furniture,838.99,1254.0
2079.0,Product_79,Food ,39.51,
2080.0,,clothing,281.43,1149.0
2081.0,Product_81,FOOD,,1083.0
,Product_82,,1289.19,
2083.0,Product_83,Electronics,631.24,1248.0
2084.0,Product_84,Clothing ,1062.08,1131.0
2085.0,Product_85,Electronics,,1276.0
2086.0,Product_86,ELECTRONICS,117.13,1036.0
2087.0,Product_87, FOOD,776.69,1009.0
2088.0,Product_88,electronics,402.15,1003.0
2089.0,Product_89,FOOD,807.72,1129.0
2090.0,,FOOD,367.34,1293.0
2091.0,Product_91,,1672.93,
2092.0,Product_92,FOOD ,307.1,1257.0
2093.0,, Clothing,1919.6,1132.0
2094.0,Product_94,clothing,802.61,1224.0
2095.0,,Furniture,1684.8,1092.0
2096.0,Product_96,,,1254.0
2097.0,Product_97, Clothing,1457.47,1026.0
2098.0,Product_98,,1523.83,1135.0
,Product_99,ELECTRONICS,984.93,1079.0
2100.0,Product_100,electronics,1063.77,1254.0
2101.0,Product_101,CLOTHING,,1180.0
,Product_102,furniture,1155.52,1185.0
2103.0,, electronics,10.26,1028.0
2104.0,Product_104,electronics,,1007.0
2105.0,Product_105,Furniture,1192.69,1108.0
2106.0,Product_106,Electronics ,1175.33,1054.0
2107.0,Product_107,furniture,1575.56,1191.0
2108.0,Product_108, Clothing,1292.77,1291.0
2109.0,Product_109,furniture,1983.87,1149.0
2110.0,Product_110,Clothing,531.9,1165.0
2111.0,Product_111,FURNITURE,686.26,
2112.0,Product_112,ELECTRONICS,,1038.0
2113.0,Product_113,Electronics,904.92,1071.0
2114.0,Product_114, Clothing,1663.8,
2115.0,Product_115, Electronics,433.37,1173.0
2116.0,Product_116,food,1540.8,
2117.0,Product_117,furniture,780.89,1007.0
2118.0,Product_118,Clothing ,,1263.0
2119.0,Product_119,Electronics ,1246.71,
2120.0,Product_120,,714.34,1059.0
2121.0,Product_121,Electronics ,1000.86,1208.0
2122.0,Product_122,Electronics,796.71,1005.0
2123.0,Product_123,food,,
2124.0,Product_124,Electronics ,846.19,1225.0
2125.0,Product_125, electronics,149.66,1042.0
2126.0,Product_126,CLOTHING,780.29,1249.0
2127.0,Product_127,clothing,1165.48,1225.0
2128.0,Product_128,,1137.8,1276.0
,Product_129,electronics,1308.37,1056.0
2130.0,Product_130, FOOD,145.29,1096.0
2131.0,Product_131,electronics,1286.85,
2132.0,Product_132,food,589.9,1290.0
2133.0,Product_133, electronics,768.04,1079.0
2134.0,Product_134,,1708.87,1070.0
2135.0,Product_135,Electronics,-31.49,
2136.0,Product_136,Clothing ,1156.25,1267.0
2137.0,Product_137,FURNITURE,1177.36,1048.0
2138.0,Product_138,FOOD,763.15,
2139.0,Product_139,CLOTHING,435.91,1168.0
2140.0,Product_140,Clothing ,431.08,
2141.0,Product_141,Food ,1761.6,
2142.0,Product_142,furniture,856.15,1059.0
2143.0,Product_143,FOOD ,628.32,
2144.0,,FURNITURE,869.99,1191.0
2145.0,Product_145,food,1322.25,
2146.0,Product_146,Electronics,248.8,1092.0
,Product_147,,871.34,1079.0
2148.0,Product_148,electronics,1155.16,1048.0
2149.0,Product_149, Clothing,1894.6,
2150.0,Product_150,CLOTHING,467.68,1257.0
2151.0,Product_151,ELECTRONICS,686.46,1120.0
,Product_152,electronics,727.69,
2153.0,Product_153,FOOD,1191.35,1181.0
2154.0,Product_154,Furniture,,1238.0
2155.0,Product_155,Food,,1213.0
2156.0,,,1552.67,1056.0
2157.0,Product_157,ELECTRONICS,1396.04,1248.0
2158.0,Product_158,FOOD,865.06,
2159.0,,FOOD ,1721.64,1108.0
2160.0,Product_160, Electronics,1094.19,1023.0
2161.0,Product_161,FOOD ,1056.81,1271.0
2162.0,Product_162, Food,20.08,1156.0
,Product_163, FOOD,,1017.0
2164.0,Product_164,,202.09,1240.0
2165.0,Product_165,clothing,423.82,1135.0
2166.0,Product_166,Food,55.98,1117.0
2167.0,Product_167,,1262.01,1274.0
,Product_168,Furniture ,410.64,1213.0
,Product_169,ELECTRONICS,319.02,1276.0
2170.0,Product_170,Food ,131.54,1213.0
2171.0,Product_171,,161.78,
2172.0,Product_172,food,1148.57,1158.0
2173.0,Product_173,Food ,,1076.0
2174.0,Product_174,Clothing,764.63,1071.0
2175.0,Product_175,furniture,933.79,1187.0
,Product_176, Clothing,1356.23,1023.0
,Product_177, Food,-14.37,1266.0
2178.0,Product_178,food,612.42,1017.0
2179.0,Product_179,FOOD,1944.85,1123.0
2180.0,Product_180,clothing,,1180.0
,Product_181,FOOD ,471.16,1194.0
,Product_182,,1019.55,1036.0
,Product_183,Furniture,,1297.0
2184.0,Product_184,CLOTHING,,1065.0
2185.0,Product_185,food,207.77,1112.0
2186.0,,FOOD ,222.07,
2187.0,Product_187, Furniture,,1216.0
2188.0,Product_188, electronics,1876.63,1203.0
2189.0,Product_189, Electronics,1452.44,1223.0
,Product_190,Food,282.88,1069.0
2191.0,Product_191,,336.12,1140.0
2192.0,Product_192, Food,,1179.0
,Product_193, Food,270.14,1244.0
2194.0,Product_194, Clothing,430.85,1164.0
2195.0,, Furniture,1924.86,1191.0
2196.0,Product_196,,473.38,
2197.0,Product_197, Electronics,1306.35,1194.0
2198.0,Product_198,Electronics ,1956.19,1158.0
2199.0,Product_199,,717.31,
2200.0,Product_200, electronics,-14.09,
2201.0,Product_201, Electronics,450.5,1042.0
2202.0,Product_202,electronics ,1653.3,1168.0
2203.0,Product_203,Food,1722.45,1263.0
2204.0,Product_204, electronics,1525.46,1158.0
2205.0,Product_205, Electronics,181.88,1158.0
2206.0,Product_206, FOOD,1580.8,1218.0
2207.0,Product_207,FOOD,1833.29,1185.0
2208.0,Product_208,,1181.25,1098.0
2209.0,Product_209,furniture,,
2210.0,Product_210,,1645.02,1208.0
2211.0,Product_211,CLOTHING,1317.29,1210.0
2212.0,Product_212,Electronics,1133.23,1222.0
2213.0,Product_213,ELECTRONICS,664.58,1252.0
2214.0,Product_214,CLOTHING,,1077.0
2215.0,Product_215,FURNITURE,1190.16,1209.0
2216.0,Product_216, Food,602.13,1105.0
2217.0,Product_217,Furniture,1726.2,1251.0
2218.0,Product_218, electronics,1986.34,
2219.0,Product_219,food,1492.48,1145.0
2220.0,Product_220,FURNITURE,135.49,1240.0
2221.0,Product_221,,541.81,
2222.0,Product_222,food,173.67,
2223.0,Product_223,Electronics,,1131.0
2224.0,Product_224,Electronics,1518.64,1227.0
2225.0,Product_225, electronics,,1109.0
,Product_226, Electronics,848.25,1143.0
2227.0,Product_227,Electronics,1797.82,1257.0
2228.0,Product_228,FURNITURE,1749.68,1097.0
2229.0,Product_229,electronics,600.25,
2230.0,Product_230,Food,1731.25,1071.0
2231.0,Product_231,Clothing,720.13,1128.0
2232.0,Product_232,FOOD ,558.58,1199.0
2233.0,Product_233,Electronics,1280.6,1096.0
2234.0,Product_234,electronics ,623.18,1220.0
2235.0,Product_235,,1241.93,
2236.0,,furniture,1200.16,1016.0
,Product_237,electronics ,1105.05,1126.0
2238.0,Product_238, Food,729.86,1148.0
2239.0,Product_239,electronics,1074.42,
,Product_240,food,1172.8,1212.0
2241.0,Product_241,Electronics,1068.66,
2242.0,Product_242, Furniture,861.06,1160.0
2243.0,Product_243, Furniture,-19.93,1097.0
2244.0,Product_244,food,1153.48,1238.0
2245.0,Product_245,FOOD,295.31,1117.0
2246.0,Product_246,,1267.28,1223.0
2247.0,Product_247,,1506.66,1066.0
2248.0,Product_248, Furniture,975.91,1193.0
2249.0,Product_249,Food,1061.85,
,Product_250,Clothing ,,1100.0
2251.0,,ELECTRONICS,1686.69,
2252.0,Product_252,electronics ,,1001.0
2253.0,Product_253,,1618.22,1208.0
2254.0,Product_254,Electronics ,173.28,1022.0
2255.0,Product_255,Electronics,255.43,1291.0
2256.0,Product_256, electronics,1029.58,1173.0
,Product_257, Clothing,454.44,1020.0
2258.0,Product_258,Electronics ,,1097.0
2259.0,Product_259,,758.45,1078.0
2260.0,Product_260,electronics,1076.3,
,Product_261,electronics,1481.1,
2262.0,Product_262,FOOD,1416.76,1069.0
2263.0,Product_263,electronics,1018.53,1128.0
2264.0,Product_264,Food,1635.91,
2265.0,,food,833.27,1086.0
2266.0,Product_266,FOOD,1788.26,1012.0
2267.0,Product_267,Furniture,,1024.0
2268.0,Product_268,Electronics,1907.05,1297.0
2269.0,Product_269,ELECTRONICS,1292.12,1288.0
2270.0,Product_270, Electronics,729.15,1022.0
2271.0,Product_271,Electronics ,354.17,1284.0
2272.0,Product_272,ELECTRONICS,,1102.0
2273.0,,Clothing,348.84,
2274.0,Product_274,food,290.98,1175.0
2275.0,Product_275,FOOD,1215.57,
2276.0,Product_276,FURNITURE,,1114.0
2277.0,Product_277,Electronics,1323.7,1079.0
2278.0,,Furniture ,1855.69,
2279.0,Product_279,electronics,,1202.0
2280.0,Product_280,,1140.91,1208.0
2281.0,Product_281,,133.73,1235.0
,Product_282,,1421.15,1235.0
2283.0,,FOOD ,769.81,1188.0
2284.0,Product_284,clothing,1952.29,1129.0
2285.0,Product_285,,1637.51,
2286.0,Product_286,Clothing,,1101.0
2287.0,Product_287,,202.61,1293.0
2288.0,Product_288,,1711.8,1211.0
2289.0,Product_289,FURNITURE,1589.55,
2290.0,,CLOTHING,328.4,1110.0
2291.0,Product_291,Furniture ,555.32,
2292.0,Product_292, FOOD,1576.48,1008.0
2293.0,Product_293,electronics ,329.72,1171.0
2294.0,Product_294, Food,1831.39,1041.0
2295.0,, FOOD,820.28,1062.0
2296.0,Product_296,FOOD,128.43,1120.0
2297.0,Product_297,Furniture ,1622.28,
2298.0,Product_298,electronics,,1039.0
2299.0,Product_299,Food ,1029.32,1209.0
2300.0,Product_300, electronics,180.22,1080.0
2301.0,Product_301,Furniture,-44.7,
2302.0,Product_302,ELECTRONICS,1257.87,1089.0
2303.0,Product_303,Clothing ,1006.11,1231.0
2304.0,Product_304,FOOD,,1077.0
2305.0,Product_305,ELECTRONICS,1577.17,
2306.0,Product_306, Clothing,1275.54,1000.0
2307.0,Product_307, Furniture,308.29,1137.0
2308.0,Product_308,Food ,689.58,1062.0
2309.0,Product_309,Furniture ,1807.08,
2310.0,Product_310,FOOD ,1528.39,1164.0
2311.0,Product_311,Food,1091.11,1198.0
2312.0,Product_312,electronics ,474.07,1059.0
2313.0,Product_313,FOOD,569.22,1068.0
,Product_314,clothing,1450.51,1197.0
2315.0,, electronics,1694.91,1142.0
2316.0,Product_316,electronics,1326.42,
2317.0,Product_317,Furniture ,1609.54,1079.0
2318.0,Product_318,,1521.65,1166.0
2319.0,Product_319, Food,256.89,1035.0
2320.0,Product_320,Electronics ,819.09,1124.0
2321.0,,ELECTRONICS,263.62,1089.0
2322.0,,Electronics ,,1237.0
2323.0,Product_323,Electronics,1731.98,1069.0
2324.0,Product_324, electronics,919.43,
2325.0,Product_325,ELECTRONICS,1047.48,1074.0
2326.0,,Furniture ,315.81,1062.0
2327.0,Product_327,food,590.16,1169.0
2328.0,Product_328, Food,422.0,
2329.0,Product_329,electronics,372.68,
2330.0,Product_330,CLOTHING,1257.82,1272.0
2331.0,Product_331,electronics ,476.61,1154.0
2332.0,Product_332,food,1245.63,1045.0
2333.0,Product_333,ELECTRONICS,69.83,1249.0
2334.0,Product_334, Clothing,240.64,1243.0
2335.0,Product_335,Furniture ,512.81,1083.0
2336.0,,food,1173.95,1112.0
2337.0,Product_337,,1335.47,
,Product_338, Clothing,857.57,1216.0
,Product_339,Electronics,863.87,1102.0
2340.0,Product_340,Furniture ,1435.26,1198.0
2341.0,Product_341,Furniture ,-17.57,
2342.0,Product_342,,649.23,1187.0
2343.0,Product_343,electronics ,1628.35,1091.0
2344.0,,electronics,1186.6,1080.0
,Product_345,Clothing,641.32,1211.0
2346.0,Product_346, Electronics,1806.33,1198.0
2347.0,Product_347,furniture,,1188.0
2348.0,Product_348, Electronics,493.04,1245.0
2349.0,Product_349,Food ,1272.84,1181.0
2350.0,,CLOTHING,1171.29,1216.0
,,FOOD ,772.44,
2352.0,Product_352,,702.26,1123.0
,Product_353,ELECTRONICS,654.3,1222.0
2354.0,Product_354,electronics,1215.17,1084.0
2355.0,Product_355,ELECTRONICS,856.94,1075.0
2356.0,Product_356, Electronics,1655.32,1160.0
2357.0,Product_357, Clothing,1322.69,1212.0
2358.0,Product_358,FOOD,93.36,
2359.0,Product_359,Food,1262.34,1250.0
,Product_360,FOOD,505.85,1108.0
2361.0,Product_361,ELECTRONICS,1165.26,1052.0
2362.0,Product_362,,1344.27,1221.0
2363.0,Product_363,Food ,423.2,1238.0
2364.0,Product_364, Furniture,886.56,1191.0
,Product_365,Furniture,340.17,1275.0
2366.0,Product_366,,57.29,1139.0
2367.0,Product_367,,725.88,1005.0
2368.0,Product_368,clothing,694.04,1007.0
2369.0,Product_369,Clothing,1990.74,1076.0
2370.0,Product_370,ELECTRONICS,865.02,
2371.0,Product_371,CLOTHING,633.82,1102.0
2372.0,Product_372,Furniture ,1139.97,1278.0
2373.0,Product_373,Electronics,131.97,1011.0
,Product_374, Electronics,,1271.0
2375.0,Product_375,food,1251.67,1260.0
2376.0,Product_376,Furniture ,1497.42,1071.0
2377.0,Product_377,Food ,299.48,1225.0
2378.0,Product_378, FOOD,789.43,
2379.0,Product_379,FOOD,816.51,1032.0
2380.0,Product_380, electronics,1634.7,1217.0
2381.0,Product_381, Electronics,-47.46,1215.0
2382.0,Product_382,electronics ,566.75,1185.0
2383.0,Product_383,Food,1961.53,
2384.0,Product_384,electronics,923.52,1174.0
2385.0,Product_385,Food ,734.18,1249.0
2386.0,Product_386,FOOD,195.65,1077.0
2387.0,Product_387,Furniture ,1947.04,1229.0
2388.0,Product_388,electronics,-8.95,1194.0
2389.0,Product_389,Food ,,
2390.0,,CLOTHING,1525.63,1031.0
2391.0,Product_391,Furniture ,449.5,1235.0
2392.0,Product_392,FOOD,1326.69,1113.0
2393.0,Product_393, FOOD,140.5,1189.0
2394.0,Product_394,Food ,476.95,1045.0
2395.0,Product_395,Clothing,,
2396.0,Product_396,Furniture,1722.61,1212.0
2397.0,Product_397,ELECTRONICS,1197.4,
2398.0,Product_398, Electronics,989.02,
,Product_399,Electronics ,276.57,1266.0
2400.0,Product_400,ELECTRONICS,79.37,1173.0
2401.0,Product_401,,191.18,1026.0
2402.0,Product_402,Electronics ,416.08,1063.0
,Product_403,,650.43,1117.0
2404.0,Product_404, Furniture,730.86,1172.0
,Product_405,Food ,659.96,1077.0
2406.0,Product_406,electronics,440.06,1064.0
2407.0,Product_407,FOOD,994.93,1051.0
2408.0,Product_408,Food,,1011.0
2409.0,Product_409,clothing,523.39,1165.0
,Product_410,FOOD,,
2411.0,Product_411,Furniture ,1740.34,
2412.0,,,281.62,1261.0
2413.0,Product_413,Clothing,1561.87,1024.0
2414.0,Product_414,Food ,1127.9,
2415.0,Product_415,Clothing,1111.48,
2416.0,,ELECTRONICS,751.64,1099.0
2417.0,Product_417,FOOD,977.36,1125.0
2418.0,Product_418,food,764.22,1231.0
2419.0,, FOOD,1056.45,1056.0
2420.0,Product_420,Electronics,1237.3,1001.0
2421.0,Product_421,CLOTHING,1332.32,1243.0
,Product_422,furniture,1041.59,
2423.0,,,,1108.0
2424.0,,Food,239.62,1200.0
2425.0,Product_425,Food,384.56,1237.0
2426.0,Product_426,Furniture,1628.41,
2427.0,Product_427,Furniture ,611.18,1267.0
2428.0,Product_428,CLOTHING,-3.07,1159.0
2429.0,Product_429,ELECTRONICS,265.27,1132.0
2430.0,Product_430,Electronics,408.41,1150.0
2431.0,Product_431,Furniture ,1912.51,1287.0
2432.0,,FURNITURE,1124.73,1074.0
2433.0,Product_433,electronics,,1285.0
2434.0,Product_434,FOOD,,1107.0
2435.0,Product_435,,932.68,1046.0
,Product_436,ELECTRONICS,593.14,1261.0
2437.0,Product_437,Food,1193.06,1216.0
2438.0,Product_438,Electronics,235.36,1196.0
2439.0,Product_439,clothing,1791.44,
2440.0,Product_440,Electronics,1650.13,1252.0
2441.0,Product_441, Clothing,600.94,1007.0
2442.0,Product_442,FOOD,,1049.0
2443.0,Product_443,FOOD,1641.66,1237.0
2444.0,Product_444,,1315.93,1031.0
2445.0,Product_445,electronics,,1048.0
2446.0,Product_446,FOOD ,930.38,1131.0
2447.0,Product_447,,987.52,1198.0
2448.0,Product_448,food,426.73,1098.0
2449.0,Product_449, Furniture,113.93,1271.0
,Product_450,food,1542.28,1213.0
2451.0,Product_451, Electronics,200.17,1177.0
2452.0,Product_452,,1168.3,1198.0
2453.0,Product_453, FOOD,1869.72,1297.0
2454.0,Product_454,clothing,1746.02,1277.0
,Product_455,,519.39,1150.0
2456.0,Product_456,Food,1695.47,1267.0
,Product_457,ELECTRONICS,,
2458.0,Product_458,FURNITURE,-13.74,1007.0
2459.0,Product_459, electronics,1185.23,1258.0
2460.0,Product_460,Clothing ,697.84,1189.0
2461.0,Product_461,electronics,742.24,
2462.0,Product_462,Clothing,,1224.0
2463.0,Product_463, Clothing,343.15,1194.0
2464.0,Product_464,ELECTRONICS,384.1,
2465.0,Product_465,food,943.43,1022.0
2466.0,Product_466,Furniture ,1496.22,1206.0
2467.0,,Clothing ,1219.97,1146.0
,Product_468,electronics,559.58,1075.0
2469.0,Product_469,,832.19,1014.0
,Product_470,Furniture,299.86,1036.0
2471.0,,food,102.99,1174.0
2472.0,Product_472,Furniture,1554.53,1023.0
2473.0,Product_473,Clothing ,494.04,1139.0
2474.0,Product_474,Clothing ,314.42,1084.0
2475.0,Product_475,Food,1367.82,
2476.0,Product_476,,1217.01,1197.0
2477.0,Product_477,Electronics ,1248.04,1152.0
2478.0,,FOOD ,419.23,1136.0
2479.0,Product_479,clothing,426.92,1181.0
2480.0,Product_480,Clothing ,402.65,
2481.0,Product_481,clothing,306.19,1165.0
2482.0,Product_482,Food,1294.23,1063.0
2483.0,Product_483,furniture,1688.43,1070.0
2484.0,Product_484,electronics ,1434.85,1181.0
2485.0,Product_485,,1573.79,1160.0
2486.0,Product_486,electronics ,779.84,1031.0
,Product_487,ELECTRONICS,1290.86,
2488.0,,furniture,676.18,
2489.0,Product_489, Electronics,1027.28,1074.0
2490.0,Product_490,Electronics,937.35,1229.0
2491.0,Product_491,ELECTRONICS,312.62,1298.0
2492.0,Product_492,ELECTRONICS,,1203.0
2493.0,Product_493,FOOD,1925.84,1146.0
2494.0,Product_494,electronics,,1218.0
2495.0,Product_495,Food ,224.3,1291.0
2496.0,Product_496,,808.09,1031.0
2497.0,Product_497,Food ,1570.19,1232.0
,Product_498, Clothing,,1128.0
2499.0,,furniture,,1294.0
2500.0,Product_500, Food,338.87,1201.0
2501.0,Product_501,,1218.84,1114.0
2502.0,Product_502,Furniture ,613.18,1284.0
2503.0,Product_503,,1660.32,1047.0
2504.0,Product_504,furniture,1240.06,1083.0
2505.0,Product_505,Electronics,357.66,1137.0
2506.0,Product_506,ELECTRONICS,82.46,1272.0
,Product_507,furniture,37.4,1174.0
2508.0,Product_508,Furniture,711.39,1280.0
2509.0,Product_509,Food,494.99,1130.0
2510.0,Product_510,clothing,1274.48,
2511.0,Product_511,FOOD,973.63,1299.0
2512.0,Product_512,Food,495.34,1252.0
2513.0,,ELECTRONICS,,1170.0
2514.0,Product_514,electronics ,210.76,1025.0
2515.0,Product_515,food,1722.55,1083.0
2516.0,,,,1034.0
,Product_517,clothing,1286.01,
2518.0,Product_518,FOOD,1611.91,1088.0
2519.0,Product_519,electronics,,1249.0
2520.0,Product_520,,1712.11,1095.0
2521.0,Product_521, Food,,1295.0
2522.0,Product_522,CLOTHING,1910.26,
2523.0,Product_523,FOOD ,222.95,1007.0
2524.0,,clothing,159.41,1003.0
2525.0,Product_525,clothing,1300.32,1110.0
2526.0,Product_526,Clothing,1882.8,1165.0
2527.0,Product_527, electronics,1608.21,
2528.0,Product_528,FOOD ,106.65,1252.0
2529.0,Product_529,ELECTRONICS,522.7,
2530.0,Product_530,FOOD,1857.15,1163.0
2531.0,Product_531,electronics,468.77,1184.0
2532.0,Product_532,,1551.4,1190.0
2533.0,Product_533,,1641.52,1294.0
2534.0,,ELECTRONICS,965.68,
2535.0,Product_535, Clothing,742.02,
2536.0,Product_536,Food ,872.76,1179.0
2537.0,Product_537, Electronics,415.28,1261.0
2538.0,,electronics,1773.25,1068.0
2539.0,Product_539,FOOD,873.77,1258.0
2540.0,Product_540,furniture,1759.04,
2541.0,Product_541, Electronics,166.67,1047.0
2542.0,Product_542,food,1975.96,1036.0
2543.0,Product_543,food,858.71,1155.0
2544.0,,Electronics,48.05,1101.0
2545.0,Product_545,Furniture ,,1023.0
2546.0,Product_546,Furniture,1479.72,1129.0
2547.0,Product_547,clothing,1301.02,1028.0
2548.0,Product_548,furniture,1594.37,1282.0
2549.0,Product_549,food,166.0,1204.0
2550.0,Product_550,Electronics,,
2551.0,Product_551,Clothing ,992.59,1017.0
2552.0,Product_552,CLOTHING,744.57,
2553.0,Product_553,FURNITURE,896.99,1094.0
2554.0,Product_554,electronics,1982.76,1261.0
2555.0,Product_555,Electronics ,1940.04,1208.0
2556.0,Product_556, Electronics,1881.75,1173.0
2557.0,Product_557,electronics,1556.88,1097.0
2558.0,Product_558,,677.42,1270.0
2559.0,Product_559,furniture,794.87,
2560.0,Product_560,Electronics,1076.71,1195.0
2561.0,Product_561, Clothing,1652.6,1237.0
2562.0,Product_562, Food,90.86,1017.0
2563.0,Product_563,Electronics,819.81,1101.0
2564.0,Product_564,electronics ,119.37,
2565.0,Product_565, Furniture,1005.05,
2566.0,Product_566,Clothing ,1792.75,
2567.0,Product_567,Electronics ,1554.09,1235.0
2568.0,Product_568,Food ,417.08,
2569.0,Product_569,FOOD,1950.78,1022.0
2570.0,Product_570, Food,1318.07,1267.0
2571.0,Product_571,CLOTHING,-28.62,1168.0
2572.0,Product_572,Electronics ,473.6,1208.0
2573.0,Product_573,,484.46,1174.0
2574.0,Product_574,food,91.97,1003.0
,Product_575,Electronics,1917.64,1050.0
2576.0,Product_576, Clothing,930.42,
2577.0,,Furniture ,1786.42,1253.0
2578.0,Product_578,food,610.54,1226.0
2579.0,Product_579,ELECTRONICS,,1286.0
2580.0,Product_580, electronics,,
2581.0,Product_581, Clothing,183.61,1181.0
2582.0,Product_582,Furniture,946.33,1001.0
2583.0,Product_583,Electronics,1836.61,1077.0
2584.0,Product_584,FOOD,,1289.0
2585.0,Product_585,electronics ,1213.82,
,Product_586, Food,271.11,1016.0
2587.0,Product_587,FURNITURE,39.66,1030.0
2588.0,Product_588,Furniture,177.16,
2589.0,Product_589, Clothing,1176.99,1115.0
2590.0,Product_590,Food,,
2591.0,Product_591, Clothing,720.79,1224.0
2592.0,Product_592,,1077.69,1014.0
2593.0,,Clothing,746.74,1238.0
2594.0,Product_594,food,285.55,1101.0
2595.0,Product_595,Electronics,511.27,1014.0
2596.0,Product_596,Food,1853.05,1237.0
2597.0,Product_597,electronics ,1335.76,1018.0
2598.0,Product_598,Furniture,966.9,1115.0
2599.0,Product_599,Clothing ,-23.93,1089.0
2600.0,Product_600,FOOD ,1984.45,1287.0
2601.0,Product_601,,1326.48,1216.0
2602.0,Product_602,FOOD,599.69,1212.0
2603.0,Product_603,FOOD,1752.5,1189.0
2604.0,Product_604, FOOD,479.78,1251.0
2605.0,Product_605,Furniture ,1065.23,1023.0
2606.0,Product_606,ELECTRONICS,1253.95,
2607.0,Product_607,Furniture,403.18,1254.0
,Product_608,food,1955.71,1108.0
,Product_609, Clothing,1483.79,
,Product_610, Furniture,1093.52,1101.0
2611.0,Product_611, Electronics,320.22,
2612.0,Product_612, Food,60.41,1020.0
2613.0,Product_613,ELECTRONICS,606.12,1088.0
2614.0,Product_614,food,1494.03,1242.0
2615.0,Product_615,Clothing ,,
2616.0,Product_616,food,1056.09,1095.0
2617.0,Product_617, Furniture,1442.29,1257.0
2618.0,Product_618,FOOD ,171.28,
2619.0,Product_619,,1354.86,1294.0
2620.0,Product_620,electronics ,,1065.0
2621.0,Product_621,Furniture ,,1076.0
2622.0,Product_622,Food,951.21,1019.0
2623.0,Product_623,CLOTHING,258.89,1195.0
,Product_624, Food,651.89,1136.0
2625.0,Product_625,FOOD,797.5,
2626.0,Product_626,,1504.28,1048.0
,Product_627, electronics,1474.02,1231.0
,Product_628,food,1204.48,1179.0
