inventory_id,product_id,warehouse_id,stock_level,last_updated
71.0,5652.0,305.0,1804.0,2025-09-26
72.0,2776.0,326.0,3986.0,2023-02-17
73.0,,310.0,1431.0,2024-10-03
,2336.0,360.0,2568.0,2022-05-25
75.0,4510.0,384.0,2393.0,2022-12-19
76.0,2027.0,355.0,2683.0,2025-11-30
77.0,4789.0,344.0,903.0,2021-06-29
78.0,4594.0,333.0,698.0,2024-12-05
79.0,2053.0,,304.0,2022-04-27
80.0,5094.0,344.0,3812.0,2025-06-24
81.0,2547.0,391.0,3892.0,2023-05-31
82.0,6280.0,393.0,3473.0,2023-12-23
83.0,,352.0,3165.0,2024-08-24
84.0,2342.0,311.0,1153.0,2024-02-21
85.0,5171.0,396.0,4241.0,2023-09-21
86.0,2288.0,355.0,4800.0,2021-09-23
87.0,,372.0,1918.0,
88.0,6538.0,,,2023-12-15
89.0,3539.0,372.0,,2024-12-18
90.0,2807.0,,4520.0,2022-01-24
91.0,,,2384.0,2024-12-09
92.0,4930.0,348.0,2987.0,
93.0,5269.0,351.0,,2025-09-21
94.0,4440.0,399.0,,2025-08-06
95.0,5557.0,361.0,1397.0,2025-01-16
96.0,3559.0,,1337.0,2023-10-29
97.0,,391.0,2889.0,2021-05-18
98.0,,314.0,-55.0,2021-03-23
99.0,2003.0,312.0,2906.0,2025-09-02
,4839.0,305.0,,2024-04-05
101.0,2427.0,303.0,1576.0,2021-03-20
102.0,,,1166.0,
103.0,6126.0,313.0,1265.0,
104.0,4981.0,368.0,4507.0,2024-08-03
105.0,4254.0,334.0,1756.0,2023-05-04
106.0,2764.0,311.0,3589.0,2025-08-11
107.0,3690.0,,-43.0,
108.0,2335.0,362.0,2201.0,2024-06-23
109.0,2098.0,382.0,1736.0,2023-09-02
110.0,,,,2024-07-02
111.0,,,4166.0,2024-08-16
112.0,6224.0,354.0,4091.0,2024-01-13
113.0,6868.0,320.0,3345.0,2022-03-12
114.0,,398.0,1276.0,2022-06-25
115.0,2451.0,399.0,1481.0,2022-02-20
116.0,4449.0,352.0,1973.0,2021-02-19
117.0,2019.0,311.0,2047.0,2021-08-31
118.0,,362.0,3538.0,2021-06-04
119.0,,379.0,2600.0,2024-03-21
120.0,6808.0,321.0,-99.0,2024-09-14
121.0,6596.0,,4216.0,2023-12-08
122.0,3977.0,345.0,1623.0,2025-06-03
123.0,2960.0,,3148.0,2023-10-17
124.0,,,3167.0,2025-03-17
,5606.0,391.0,4982.0,2024-07-14
126.0,6925.0,334.0,1574.0,2021-04-18
127.0,,310.0,,2022-10-13
128.0,2848.0,392.0,,2023-07-02
129.0,3352.0,398.0,3781.0,2024-09-21
130.0,3750.0,385.0,585.0,2023-02-08
,3161.0,322.0,3508.0,2021-07-08
132.0,3428.0,388.0,1757.0,2021-01-19
133.0,6769.0,311.0,2503.0,2022-02-10
,3894.0,399.0,612.0,2022-06-19
135.0,2520.0,399.0,3850.0,2022-01-04
136.0,5640.0,368.0,1410.0,
137.0,3736.0,,3361.0,2021-04-15
138.0,6552.0,334.0,4289.0,2025-02-15
139.0,5670.0,310.0,218.0,2021-06-25
140.0,4209.0,310.0,3077.0,2024-04-22
141.0,,306.0,1786.0,2023-06-14
142.0,6212.0,390.0,3241.0,2021-08-18
143.0,,307.0,20.0,2025-01-29
144.0,,337.0,4280.0,
145.0,6149.0,348.0,4657.0,2022-05-09
,4637.0,370.0,1452.0,2022-08-21
147.0,,346.0,4700.0,2025-02-16
148.0,,376.0,2873.0,2022-06-15
149.0,2787.0,365.0,1564.0,2022-07-16
150.0,6302.0,351.0,512.0,2024-03-26
151.0,4875.0,371.0,4585.0,2022-09-01
152.0,2725.0,,4965.0,2025-07-24
153.0,6696.0,374.0,34.0,
154.0,4762.0,392.0,992.0,2022-06-12
155.0,6348.0,,4889.0,2023-01-27
156.0,4807.0,385.0,,2022-02-26
157.0,5691.0,315.0,2517.0,2024-03-21
158.0,5939.0,,4553.0,2023-11-24
159.0,2201.0,346.0,2411.0,2023-06-22
,5606.0,317.0,4872.0,2022-11-03
161.0,,349.0,,2021-10-24
162.0,3103.0,388.0,2128.0,2025-03-04
163.0,4480.0,313.0,1229.0,2023-11-08
164.0,2291.0,317.0,2452.0,
165.0,2027.0,390.0,2176.0,2021-06-25
166.0,6508.0,318.0,3447.0,2022-06-15
167.0,2716.0,346.0,3449.0,2022-10-11
168.0,5315.0,322.0,810.0,2023-02-11
,,350.0,2728.0,2025-03-26
170.0,,351.0,3531.0,
171.0,,379.0,4144.0,2025-02-21
172.0,2411.0,341.0,3334.0,2021-09-26
173.0,3342.0,310.0,4369.0,2022-04-09
174.0,3215.0,370.0,1568.0,2022-11-07
175.0,,360.0,3004.0,
176.0,5675.0,360.0,2092.0,2022-12-31
177.0,2554.0,370.0,1155.0,2022-12-28
178.0,6219.0,359.0,1341.0,2021-10-10
179.0,,354.0,,2023-06-01
,5588.0,382.0,712.0,2021-12-08
181.0,2717.0,332.0,2113.0,2024-05-29
182.0,6093.0,,167.0,
183.0,3406.0,371.0,2815.0,
184.0,3375.0,,3582.0,
185.0,,332.0,1749.0,2023-01-10
186.0,,355.0,4748.0,2022-03-19
,4110.0,318.0,3255.0,2024-08-27
188.0,5234.0,304.0,4430.0,2021-08-18
189.0,,338.0,2032.0,2024-12-08
190.0,5606.0,318.0,1209.0,2023-09-28
191.0,3383.0,397.0,4197.0,
192.0,,392.0,3903.0,2022-03-23
193.0,6881.0,378.0,3759.0,
194.0,3807.0,333.0,848.0,2024-03-25
,2454.0,,4213.0,2024-09-24
196.0,3412.0,387.0,1853.0,2025-06-08
197.0,,313.0,-43.0,2022-07-12
198.0,2120.0,321.0,3614.0,2021-09-29
199.0,3686.0,368.0,,
200.0,3524.0,,3904.0,2025-09-28
201.0,6337.0,342.0,,2022-03-03
202.0,6343.0,308.0,3141.0,2021-11-07
203.0,,,2911.0,2023-01-06
204.0,2659.0,397.0,2617.0,
,3485.0,390.0,3958.0,2023-07-25
206.0,5536.0,335.0,3116.0,2023-05-02
207.0,,390.0,2407.0,2025-01-17
208.0,6336.0,310.0,4462.0,
209.0,2528.0,392.0,824.0,2024-05-19
210.0,3511.0,,4980.0,2025-10-24
211.0,2419.0,328.0,3149.0,2022-03-17
212.0,3305.0,383.0,685.0,2024-09-03
213.0,3731.0,310.0,1289.0,2024-08-16
214.0,3398.0,358.0,1132.0,2025-07-11
215.0,4217.0,380.0,4937.0,2023-06-12
216.0,3030.0,301.0,1253.0,2022-11-26
217.0,2816.0,322.0,1607.0,2022-12-22
218.0,5587.0,,1126.0,2024-12-12
219.0,6868.0,,4447.0,
220.0,2549.0,318.0,2436.0,2024-06-23
221.0,3780.0,351.0,4821.0,2023-02-14
222.0,5030.0,,2833.0,2022-02-11
223.0,3984.0,300.0,2092.0,2023-10-25
224.0,3629.0,303.0,3536.0,2023-04-19
,,334.0,,2023-07-30
226.0,3699.0,355.0,4219.0,2025-06-29
,6290.0,383.0,-24.0,
228.0,,399.0,,2022-09-28
229.0,,347.0,4068.0,2025-02-26
,5669.0,310.0,4799.0,2021-02-27
231.0,2205.0,308.0,4611.0,2025-01-30
232.0,6848.0,316.0,1315.0,2022-06-24
233.0,2734.0,339.0,3174.0,2021-05-02
234.0,2765.0,362.0,1390.0,2025-02-02
235.0,3748.0,332.0,352.0,2022-05-23
236.0,4838.0,383.0,4483.0,2021-12-24
237.0,3230.0,369.0,3.0,2023-10-09
238.0,2486.0,358.0,-66.0,2024-04-06
,2966.0,394.0,3574.0,2025-02-15
240.0,,383.0,1078.0,2024-05-21
241.0,4983.0,387.0,4069.0,2025-08-19
242.0,5871.0,,2351.0,2024-06-17
,3923.0,315.0,2896.0,2025-01-11
244.0,,,,2023-11-18
245.0,,395.0,3807.0,2024-08-03
246.0,,,3498.0,2025-04-10
247.0,,372.0,,2024-08-18
248.0,5012.0,369.0,,2025-04-18
,6304.0,380.0,945.0,2024-04-09
250.0,,364.0,,2024-12-19
,5302.0,,2633.0,2021-04-30
252.0,6917.0,380.0,2674.0,2022-08-30
,2579.0,397.0,4280.0,2021-11-11
254.0,4152.0,334.0,1890.0,2021-02-28
255.0,3913.0,,164.0,2021-02-14
256.0,3020.0,394.0,3210.0,2022-05-26
257.0,3741.0,387.0,1210.0,2024-12-20
258.0,4286.0,351.0,2344.0,2022-09-09
259.0,3807.0,371.0,,2024-10-30
260.0,3783.0,386.0,1451.0,2024-04-26
261.0,,393.0,596.0,2025-09-03
262.0,6741.0,333.0,1291.0,2023-12-31
263.0,,335.0,3901.0,2024-10-21
264.0,3898.0,,3230.0,2021-01-15
265.0,4860.0,,4747.0,2025-08-26
266.0,5541.0,360.0,4036.0,2024-10-14
267.0,,304.0,4726.0,
268.0,,315.0,3630.0,2023-02-08
269.0,6794.0,,1077.0,2025-09-12
270.0,,,3559.0,2024-07-13
271.0,5790.0,395.0,2286.0,2025-08-28
272.0,,369.0,1901.0,2024-11-30
273.0,6467.0,352.0,1265.0,2024-02-26
274.0,5326.0,397.0,2510.0,2024-04-19
275.0,,387.0,1551.0,2022-10-19
276.0,4025.0,,3078.0,2025-01-10
277.0,4576.0,318.0,3453.0,2025-03-14
278.0,,375.0,4295.0,2021-09-26
279.0,4295.0,344.0,2267.0,2022-03-12
280.0,2326.0,329.0,1338.0,2025-06-12
281.0,2111.0,316.0,4485.0,2025-02-10
282.0,,,3455.0,2021-06-13
283.0,6461.0,399.0,4195.0,2021-06-05
284.0,4359.0,372.0,3451.0,2024-05-01
285.0,3946.0,390.0,1027.0,2024-12-30
286.0,3418.0,,3004.0,2025-08-11
287.0,,381.0,3969.0,2021-05-30
288.0,3109.0,337.0,,2025-09-22
289.0,5514.0,388.0,2685.0,2023-12-05
290.0,5575.0,307.0,,2021-02-04
291.0,6645.0,310.0,,2023-03-15
292.0,5718.0,317.0,631.0,2025-06-26
293.0,6895.0,313.0,1265.0,2021-05-26
294.0,3671.0,360.0,1044.0,2023-11-08
295.0,,325.0,1543.0,2023-03-22
296.0,2055.0,314.0,4955.0,2022-04-07
297.0,,373.0,3663.0,2023-04-24
298.0,,366.0,3898.0,2024-10-31
,3365.0,343.0,,2022-08-24
300.0,6827.0,329.0,2034.0,2022-09-06
301.0,2013.0,381.0,4280.0,2024-05-21
302.0,4322.0,,3950.0,2023-06-18
303.0,6996.0,348.0,954.0,2025-07-20
304.0,3114.0,305.0,3391.0,2025-06-18
305.0,3018.0,344.0,1555.0,2023-07-13
306.0,3356.0,,1938.0,2022-05-03
307.0,3079.0,387.0,3751.0,2022-06-11
308.0,2076.0,,803.0,2021-12-06
309.0,,361.0,2925.0,2022-12-05
,,301.0,3929.0,2021-08-24
,4969.0,339.0,1808.0,2022-10-13
312.0,3721.0,,4418.0,2022-12-25
313.0,,306.0,,2023-10-26
314.0,5627.0,357.0,4213.0,2022-09-12
,,332.0,,2025-01-05
316.0,3570.0,393.0,262.0,2021-07-10
317.0,3372.0,372.0,1862.0,2024-01-11
318.0,,382.0,1433.0,
319.0,,392.0,3177.0,2021-11-20
320.0,6214.0,395.0,1918.0,2025-07-25
,,315.0,4554.0,2024-09-30
322.0,,390.0,2638.0,2023-07-08
323.0,6335.0,335.0,2893.0,
324.0,2782.0,,2474.0,2021-06-30
325.0,,370.0,3450.0,2024-12-07
326.0,4369.0,311.0,1755.0,2025-07-29
327.0,5079.0,396.0,1161.0,2022-08-17
,2894.0,308.0,1132.0,2024-10-20
329.0,,326.0,2451.0,2023-01-16
330.0,5220.0,322.0,1067.0,2023-01-25
331.0,6184.0,,2708.0,2025-09-30
,,,2663.0,
333.0,,388.0,3882.0,2022-07-28
334.0,2734.0,352.0,1640.0,2024-12-23
335.0,4851.0,341.0,1031.0,2024-02-16
336.0,5526.0,390.0,,2025-02-25
337.0,4407.0,,3476.0,2025-04-27
,,394.0,1697.0,2022-12-30
339.0,3583.0,394.0,3173.0,2024-04-23
340.0,3447.0,391.0,1564.0,2024-10-10
341.0,,316.0,2384.0,2025-07-12
,6080.0,383.0,1866.0,2022-10-11
343.0,5893.0,,-53.0,2024-02-25
344.0,5566.0,365.0,4158.0,2022-04-08
,2228.0,343.0,1512.0,2023-04-24
,3442.0,346.0,4760.0,2022-09-16
347.0,3035.0,336.0,3183.0,
348.0,6391.0,373.0,3088.0,2023-10-29
349.0,6981.0,326.0,4949.0,2023-09-18
350.0,5194.0,317.0,4073.0,2023-02-18
351.0,4662.0,309.0,1750.0,2025-06-18
352.0,2838.0,300.0,3985.0,
,5429.0,305.0,381.0,2022-06-13
354.0,2779.0,332.0,3213.0,2024-01-03
355.0,3102.0,304.0,1181.0,2022-08-06
356.0,,331.0,624.0,2021-09-29
,2754.0,354.0,3259.0,2022-12-23
358.0,5248.0,355.0,4077.0,2023-10-27
,4259.0,328.0,2816.0,2021-12-03
360.0,4757.0,343.0,,2022-11-03
361.0,5200.0,388.0,2916.0,2025-09-21
,5944.0,387.0,4909.0,
,,334.0,3139.0,2022-01-14
364.0,5021.0,,1661.0,2021-03-08
365.0,2228.0,,2130.0,2023-02-25
366.0,4261.0,368.0,3379.0,2022-03-24
367.0,2414.0,306.0,3083.0,2023-03-27
368.0,2715.0,379.0,3552.0,
369.0,4224.0,369.0,1413.0,2021-01-08
370.0,2932.0,,1984.0,2025-03-14
371.0,3294.0,356.0,1702.0,2022-07-29
372.0,5473.0,,2932.0,2023-04-02
,5109.0,385.0,3042.0,2022-09-30
374.0,6216.0,394.0,,2025-03-05
375.0,4008.0,395.0,2497.0,2021-09-08
376.0,2020.0,,,2024-06-14
377.0,,307.0,1312.0,2023-04-23
378.0,3406.0,396.0,4850.0,2023-01-23
,6025.0,,4177.0,2025-12-02
380.0,,343.0,257.0,2024-02-21
381.0,6238.0,391.0,2573.0,2024-07-11
382.0,3479.0,390.0,24.0,2021-09-08
383.0,5295.0,381.0,102.0,2022-10-27
384.0,3373.0,387.0,4913.0,
385.0,3960.0,382.0,3592.0,2021-04-08
386.0,2368.0,351.0,4536.0,2022-04-11
387.0,2607.0,,1536.0,2025-04-15
388.0,3481.0,326.0,3589.0,2025-06-03
389.0,3726.0,350.0,720.0,2024-12-19
390.0,4217.0,334.0,24.0,2023-02-27
391.0,4033.0,358.0,2125.0,2024-04-02
392.0,3848.0,358.0,803.0,2024-04-01
393.0,4790.0,383.0,326.0,2025-12-03
394.0,4467.0,,3674.0,2023-05-24
395.0,5110.0,,4147.0,2023-07-23
396.0,,399.0,2049.0,2022-02-23
,6218.0,375.0,1209.0,2025-06-28
398.0,3166.0,370.0,978.0,2021-02-01
399.0,2702.0,,4685.0,2021-12-01
400.0,4339.0,360.0,817.0,2023-01-06
401.0,,381.0,4834.0,2022-01-05
402.0,2687.0,309.0,2298.0,2023-05-11
403.0,,343.0,4671.0,2022-03-15
404.0,,316.0,2738.0,2023-02-21
405.0,2832.0,,2326.0,2025-07-25
406.0,,306.0,,2023-02-14
407.0,5409.0,359.0,3895.0,2025-06-10
408.0,,399.0,2306.0,
409.0,3095.0,301.0,2248.0,2024-02-25
410.0,3659.0,,-23.0,2024-09-03
411.0,,336.0,4034.0,2021-02-19
,2188.0,,4204.0,2021-12-27
413.0,2210.0,312.0,2047.0,
414.0,2823.0,385.0,2174.0,2021-11-07
415.0,6662.0,312.0,4124.0,2025-04-07
416.0,,313.0,1278.0,2025-03-01
417.0,5777.0,309.0,2370.0,2025-04-18
418.0,6277.0,346.0,1210.0,
419.0,4795.0,,538.0,2022-12-11
420.0,3396.0,328.0,4290.0,2021-01-25
421.0,,,3951.0,2025-04-09
422.0,3396.0,,2556.0,
423.0,3365.0,306.0,4027.0,2022-06-28
424.0,6088.0,,4682.0,2024-09-12
425.0,6976.0,330.0,4295.0,2021-10-27
426.0,5050.0,373.0,3566.0,2021-04-11
427.0,5994.0,317.0,3707.0,2024-07-24
428.0,5404.0,,4601.0,2022-04-18
429.0,2159.0,,2098.0,2025-03-06
430.0,6589.0,347.0,2112.0,2022-09-07
431.0,3028.0,368.0,3528.0,2023-11-18
432.0,6382.0,318.0,387.0,2023-01-25
433.0,,,1012.0,2025-09-06
434.0,5326.0,314.0,157.0,2021-12-12
435.0,6597.0,346.0,,2022-06-12
436.0,6303.0,338.0,4909.0,2023-05-16
437.0,5981.0,,488.0,2023-01-12
438.0,4499.0,390.0,2460.0,2025-08-24
439.0,4396.0,347.0,1980.0,2022-12-23
440.0,4808.0,394.0,2613.0,2024-08-28
441.0,4237.0,379.0,,2023-07-15
,6011.0,386.0,3444.0,
443.0,5069.0,,2961.0,
444.0,5867.0,374.0,,2025-01-05
445.0,3285.0,317.0,429.0,2021-05-14
446.0,3660.0,341.0,1566.0,2023-06-10
447.0,4062.0,382.0,4203.0,2024-02-20
448.0,5305.0,378.0,1901.0,2021-10-24
449.0,,322.0,,2024-07-28
450.0,,342.0,3447.0,2023-12-17
451.0,,307.0,3082.0,2022-04-18
452.0,2033.0,396.0,4223.0,2024-12-11
453.0,4366.0,318.0,4330.0,2022-02-18
454.0,6841.0,395.0,4384.0,2025-02-16
455.0,4503.0,352.0,1530.0,2022-10-03
456.0,6592.0,331.0,3206.0,2021-08-16
457.0,3675.0,347.0,3677.0,2023-06-12
458.0,6292.0,372.0,1278.0,2021-07-29
459.0,,351.0,,2023-02-22
460.0,6878.0,399.0,582.0,2022-08-25
461.0,4975.0,,3587.0,2021-09-20
462.0,6504.0,385.0,2811.0,2022-06-25
463.0,,380.0,1347.0,2021-04-22
464.0,2049.0,304.0,2421.0,2022-12-06
465.0,3096.0,,1175.0,2022-04-14
466.0,3486.0,348.0,504.0,2025-09-15
467.0,,374.0,2154.0,2024-06-19
468.0,4885.0,,2678.0,2022-12-05
469.0,6014.0,300.0,1170.0,2024-07-22
470.0,6848.0,327.0,4364.0,2025-09-04
471.0,,334.0,4444.0,2022-11-10
472.0,2263.0,352.0,,2023-03-08
,4913.0,330.0,3979.0,2024-10-22
474.0,,390.0,61.0,2024-09-11
475.0,4362.0,306.0,2910.0,2022-04-22
476.0,6771.0,379.0,103.0,2022-03-08
477.0,3602.0,376.0,3807.0,2021-04-30
478.0,4990.0,322.0,,2023-07-01
,4116.0,375.0,3368.0,
480.0,6291.0,392.0,2897.0,2025-08-12
481.0,4306.0,336.0,2457.0,2022-02-20
482.0,3813.0,,2627.0,2025-04-03
483.0,2086.0,,,2025-07-23
484.0,5287.0,391.0,,
485.0,6364.0,393.0,4100.0,2023-12-30
486.0,,346.0,153.0,2023-09-16
487.0,3323.0,,4087.0,2025-07-14
488.0,3928.0,316.0,2385.0,2025-12-08
489.0,6687.0,364.0,,2024-07-03
490.0,2809.0,360.0,812.0,
491.0,4358.0,329.0,2390.0,2021-01-06
492.0,4177.0,386.0,2831.0,2021-09-12
493.0,4494.0,315.0,3684.0,2021-12-05
494.0,3256.0,328.0,2468.0,2022-11-08
495.0,6061.0,366.0,2185.0,2022-02-04
,2892.0,303.0,1070.0,2025-10-09
497.0,3529.0,,2719.0,
498.0,,376.0,584.0,2025-01-27
499.0,5606.0,388.0,2507.0,2022-09-29
500.0,5632.0,362.0,2210.0,
,2919.0,375.0,3022.0,2023-06-07
502.0,5776.0,335.0,2696.0,2025-03-20
503.0,3750.0,315.0,,2024-11-25
504.0,4610.0,,1214.0,2024-10-12
505.0,,333.0,1242.0,2022-10-22
506.0,3305.0,347.0,1706.0,2022-12-07
507.0,3053.0,,2527.0,2023-04-15
508.0,3703.0,,395.0,2024-05-22
509.0,5297.0,312.0,3136.0,2025-09-18
510.0,4072.0,399.0,4424.0,2024-05-31
511.0,,,,2025-04-01
512.0,6000.0,313.0,4024.0,2025-10-26
513.0,,301.0,,2024-01-27
514.0,2035.0,388.0,1599.0,
515.0,4697.0,334.0,3464.0,2023-01-03
516.0,,,168.0,2024-12-09
517.0,2228.0,,2195.0,2021-11-09
518.0,,,939.0,2023-01-19
519.0,4917.0,371.0,4977.0,
520.0,4676.0,345.0,4896.0,2024-05-25
521.0,3351.0,396.0,1371.0,2022-07-17
522.0,2535.0,316.0,2405.0,2025-05-30
523.0,5983.0,395.0,-84.0,2021-03-08
524.0,2711.0,397.0,2104.0,2023-04-27
525.0,3602.0,373.0,3679.0,2024-03-19
526.0,3963.0,318.0,974.0,2024-03-05
527.0,5600.0,313.0,4951.0,2021-11-12
528.0,6389.0,398.0,3591.0,2023-02-21
,6997.0,392.0,4501.0,2022-06-10
530.0,,,1917.0,2024-04-28
531.0,4455.0,358.0,4041.0,
532.0,3420.0,300.0,1507.0,2024-10-06
533.0,2490.0,343.0,2136.0,2021-12-10
,,374.0,4108.0,2024-08-29
535.0,2238.0,361.0,2860.0,2025-02-07
536.0,,,3104.0,
537.0,5561.0,394.0,1006.0,2024-02-06
538.0,4428.0,396.0,3338.0,2023-06-23
539.0,4398.0,322.0,4980.0,
540.0,,322.0,4854.0,2022-06-12
541.0,3616.0,385.0,994.0,2025-07-27
,,360.0,1663.0,2025-12-17
543.0,3034.0,374.0,27.0,2021-10-02
,5219.0,383.0,2555.0,2022-07-09
545.0,2050.0,326.0,3682.0,2021-12-28
546.0,,316.0,2984.0,2024-07-21
,5832.0,,1602.0,2024-09-29
548.0,3500.0,351.0,2956.0,2024-12-10
549.0,,349.0,1278.0,2022-12-07
550.0,5807.0,394.0,789.0,2025-10-07
551.0,4538.0,368.0,2036.0,
552.0,3058.0,380.0,3332.0,2025-09-20
553.0,,368.0,3872.0,2021-05-05
,,384.0,2962.0,2024-06-06
555.0,2127.0,334.0,971.0,2022-08-04
556.0,4385.0,336.0,4576.0,
557.0,2011.0,356.0,4666.0,2023-03-27
558.0,5528.0,345.0,4915.0,2022-08-30
559.0,5079.0,,2476.0,2021-05-26
560.0,3100.0,382.0,1160.0,2022-08-21
561.0,,391.0,1.0,2023-08-30
562.0,3163.0,398.0,2147.0,2024-01-19
563.0,,374.0,,2024-10-11
564.0,5318.0,360.0,3789.0,2022-06-05
,4324.0,328.0,1843.0,2024-04-02
566.0,3961.0,320.0,286.0,2022-11-18
567.0,,399.0,-39.0,2024-05-02
,,394.0,3554.0,2025-09-13
569.0,2471.0,328.0,3128.0,2025-07-17
570.0,4246.0,320.0,,2023-04-15
571.0,4816.0,309.0,3574.0,2022-02-07
572.0,,313.0,2390.0,2025-01-24
573.0,4559.0,374.0,4697.0,2022-04-09
574.0,5834.0,308.0,4919.0,2024-07-06
575.0,3899.0,327.0,1135.0,2024-01-04
576.0,4774.0,314.0,1167.0,2021-05-19
577.0,3610.0,308.0,4602.0,2023-03-13
578.0,4864.0,321.0,-69.0,
579.0,6352.0,330.0,4469.0,2022-12-28
580.0,4582.0,354.0,4834.0,2023-06-23
581.0,2006.0,335.0,3774.0,2024-03-16
582.0,2196.0,346.0,,2021-05-17
583.0,2828.0,338.0,-9.0,2021-08-08
584.0,5013.0,337.0,4237.0,2024-10-24
585.0,3453.0,373.0,,2022-06-10
586.0,5212.0,333.0,1728.0,2022-05-18
587.0,2550.0,328.0,3516.0,2025-08-04
588.0,6297.0,,1365.0,2024-05-01
589.0,2982.0,300.0,274.0,2021-01-09
590.0,3465.0,332.0,3712.0,2023-02-24
591.0,3624.0,,1978.0,2021-09-17
592.0,3614.0,325.0,4441.0,
,5842.0,330.0,4261.0,2021-11-29
594.0,,307.0,2391.0,2024-07-02
595.0,,385.0,1559.0,2021-05-12
,3376.0,384.0,4945.0,2023-07-24
597.0,2344.0,,834.0,2022-02-07
598.0,6429.0,,2716.0,2024-04-07
599.0,3303.0,354.0,4680.0,2025-10-05
600.0,5041.0,305.0,1725.0,2024-05-06
601.0,5610.0,,1114.0,2021-01-28
602.0,6104.0,,4245.0,
603.0,5893.0,365.0,759.0,2021-05-04
604.0,4680.0,354.0,,2025-01-09
605.0,3324.0,321.0,358.0,2023-12-13
606.0,,346.0,97.0,2024-02-02
607.0,5359.0,341.0,4735.0,
,3259.0,,3888.0,
,,328.0,-28.0,2024-07-29
610.0,5318.0,,155.0,2022-07-18
,5515.0,306.0,1547.0,
612.0,5998.0,365.0,504.0,2022-07-01
613.0,2589.0,343.0,415.0,2025-05-20
614.0,2566.0,341.0,943.0,2025-04-21
615.0,2199.0,348.0,1042.0,
616.0,4450.0,396.0,4462.0,2024-06-10
617.0,6716.0,361.0,3557.0,2022-03-29
618.0,6201.0,,4269.0,2023-06-04
619.0,2221.0,348.0,4292.0,2022-01-14
,5035.0,,,2022-04-15
621.0,2153.0,341.0,3476.0,2024-08-30
622.0,,379.0,163.0,2021-09-18
623.0,,,1235.0,2022-06-26
,5412.0,398.0,1504.0,2024-05-27
625.0,3230.0,391.0,4737.0,2025-03-18
