order_id,customer_id,product_id,warehouse_id,order_date,quantity,order_status
50068.0,12953.0,4461.0,,2024-12-30,968.0,DELIVERED
50069.0,9492.0,4099.0,388.0,2021-09-03,,Pending
50070.0,,6833.0,352.0,2025-07-29,106.0, Delivered
50071.0,9472.0,2634.0,345.0,,806.0,Delivered
50072.0,9091.0,3746.0,365.0,2023-04-28,96.0, PENDING 
50073.0,11522.0,4377.0,357.0,2024-05-17,385.0, Cancelled
50074.0,12010.0,3457.0,,2023-09-11,,cancelled
50075.0,,4019.0,360.0,2024-11-08,747.0,Cancelled 
50076.0,10185.0,5733.0,383.0,2023-12-01,335.0,cancelled
50077.0,10790.0,4829.0,,2022-06-02,755.0,Delivered 
50078.0,11262.0,2207.0,330.0,2021-05-20,969.0,Pending 
50079.0,12532.0,5581.0,346.0,2023-06-20,201.0,Pending
50080.0,9117.0,4088.0,370.0,2023-10-01,355.0, Delivered
50081.0,10884.0,6177.0,,2024-07-16,293.0,
50082.0,9277.0,5471.0,351.0,2025-01-27,874.0,
50083.0,10987.0,,,,842.0,Pending
50084.0,12587.0,6985.0,332.0,2021-01-17,129.0, Cancelled
50085.0,12031.0,,327.0,2024-10-07,,
50086.0,12588.0,5357.0,386.0,2021-03-25,842.0,Pending 
50087.0,9127.0,6336.0,392.0,2022-02-24,147.0,delivered 
,,6235.0,,2023-10-18,474.0,
,10879.0,,300.0,2024-03-06,391.0,PENDING
50090.0,12886.0,4613.0,777.0,2021-10-14,,Pending
50091.0,10267.0,2227.0,386.0,2024-04-11,48.0,pending
50092.0,999999.0,6764.0,361.0,2024-03-30,700.0,Delivered
50093.0,9830.0,6824.0,,2021-08-17,543.0,
50094.0,11954.0,5276.0,356.0,2023-07-01,246.0, Cancelled
50095.0,,3169.0,,2022-02-08,129.0,pending 
50096.0,11079.0,4706.0,380.0,2022-05-29,794.0, Cancelled
50097.0,,4130.0,310.0,2023-05-24,836.0,delivered 
50098.0,11790.0,2583.0,,,, PENDING 
50099.0,10601.0,3481.0,380.0,,361.0,cancelled
50100.0,12615.0,3955.0,364.0,2024-12-28,591.0,
50101.0,,3547.0,332.0,2021-10-17,,
50102.0,12106.0,2949.0,322.0,2022-09-24,664.0,
50103.0,11036.0,4809.0,394.0,2021-11-15,485.0,DELIVERED
50104.0,12661.0,2145.0,344.0,2024-01-30,,PENDING  
50105.0,,5412.0,331.0,2023-08-04,566.0,Delivered
50106.0,9082.0,3091.0,320.0,,,DELIVERED
50107.0,9374.0,6734.0,383.0,2024-10-29,868.0, delivered
50108.0,,,343.0,2022-11-18,229.0,Pending 
50109.0,10260.0,5165.0,361.0,2022-09-26,569.0, Delivered
,10030.0,5935.0,374.0,2022-06-06,769.0,DELIVERED
50111.0,10474.0,3979.0,362.0,2023-12-02,430.0,
50112.0,11880.0,888888.0,,2025-10-26,733.0, PENDING 
50113.0,10302.0,4947.0,350.0,,910.0,pending 
50114.0,10034.0,5450.0,351.0,2021-08-07,907.0,PENDING 
50115.0,10520.0,2545.0,329.0,2023-03-28,401.0,Pending 
,9538.0,6901.0,321.0,2023-12-24,805.0,pending 
,11052.0,,,2023-12-22,915.0, Cancelled
50118.0,10627.0,4645.0,334.0,2025-05-03,195.0,Pending
,9829.0,,,2023-12-20,711.0,Cancelled 
50120.0,11145.0,4787.0,381.0,2024-04-09,0.0, PENDING 
50121.0,12513.0,4923.0,368.0,2022-05-27,284.0,
50122.0,11560.0,5931.0,343.0,2025-10-21,332.0,
50123.0,12643.0,2461.0,350.0,2021-06-13,,Pending 
50124.0,11726.0,4696.0,300.0,2025-12-18,786.0, PENDING 
50125.0,,,321.0,2023-03-15,989.0,PENDING  
50126.0,10097.0,,348.0,2022-07-08,424.0,Cancelled
,10999.0,,327.0,2022-09-16,591.0, Cancelled
,9948.0,6303.0,,2024-05-24,245.0,Pending 
50129.0,,3949.0,307.0,2025-03-18,976.0,
50130.0,12503.0,5554.0,,2023-11-17,147.0,PENDING 
50131.0,,3932.0,345.0,2022-12-16,37.0, PENDING 
50132.0,,5777.0,357.0,2023-12-28,580.0,
50133.0,10831.0,2132.0,,2024-08-15,,pending
50134.0,10197.0,,373.0,2023-06-19,636.0,Delivered
50135.0,9000.0,,356.0,,612.0,
,9161.0,6725.0,381.0,2024-04-09,736.0,Cancelled
50137.0,11262.0,2642.0,349.0,2021-07-31,303.0,Pending
50138.0,12670.0,2877.0,352.0,2024-09-01,245.0,pending
50139.0,9142.0,5893.0,,2022-04-17,864.0,PENDING 
50140.0,11570.0,3748.0,376.0,2021-09-13,41.0,Cancelled 
50141.0,10482.0,3982.0,,2022-05-15,68.0,Cancelled
50142.0,,3802.0,378.0,2021-02-10,395.0,
50143.0,9192.0,,361.0,2023-01-18,563.0,PENDING  
50144.0,,4170.0,392.0,2021-04-20,661.0,Delivered
50145.0,10279.0,6020.0,,2021-02-24,,PENDING 
50146.0,12392.0,3686.0,321.0,2022-09-23,55.0,Delivered
50147.0,12886.0,,300.0,2022-10-31,384.0,Delivered
50148.0,11431.0,,309.0,2022-10-09,344.0,pending 
50149.0,11624.0,3825.0,349.0,,902.0,
50150.0,10143.0,5077.0,352.0,2022-06-14,875.0,pending
50151.0,12534.0,6923.0,303.0,2022-01-24,649.0,delivered
,,2952.0,,2023-03-29,821.0,
50153.0,12836.0,6361.0,305.0,2022-10-31,,Delivered
50154.0,,4421.0,328.0,2024-01-11,364.0,Delivered
50155.0,,3042.0,355.0,2023-11-03,-12.0,PENDING 
50156.0,12591.0,3294.0,,2021-09-30,494.0,Delivered
50157.0,12959.0,,366.0,2024-04-21,348.0,CANCELLED
50158.0,11348.0,5140.0,388.0,2021-04-17,288.0,Delivered
50159.0,10684.0,4077.0,386.0,2022-03-18,149.0, Cancelled
50160.0,9790.0,5070.0,392.0,2024-12-23,126.0,Delivered 
50161.0,11622.0,4137.0,,2023-07-20,497.0, Cancelled
50162.0,10704.0,4985.0,354.0,2023-08-04,882.0,Delivered
50163.0,9689.0,2426.0,314.0,2024-09-09,662.0,Pending
50164.0,11260.0,,344.0,2025-09-14,59.0,PENDING  
,11966.0,3487.0,374.0,2021-05-05,783.0, Cancelled
50166.0,9303.0,2553.0,386.0,2021-09-19,431.0,delivered 
50167.0,12520.0,5236.0,348.0,2025-01-03,,delivered 
50168.0,9794.0,6241.0,397.0,2022-03-01,715.0,CANCELLED
50169.0,9328.0,2886.0,326.0,2022-04-26,843.0,
50170.0,10946.0,,372.0,2025-11-29,957.0,Delivered 
50171.0,,,330.0,2024-11-05,786.0,PENDING  
50172.0,9238.0,5734.0,316.0,2024-02-29,534.0, PENDING 
50173.0,11264.0,,,,912.0,DELIVERED
,10923.0,2635.0,350.0,2021-02-18,736.0,Pending 
50175.0,,6795.0,348.0,2023-10-31,391.0,CANCELLED
50176.0,9669.0,3839.0,379.0,,541.0,pending
50177.0,10941.0,6322.0,379.0,2024-08-08,274.0,PENDING  
50178.0,11407.0,3704.0,,2022-11-27,109.0,Delivered
50179.0,9203.0,2875.0,333.0,2023-12-24,872.0, Pending
50180.0,11667.0,6433.0,,,743.0,delivered 
50181.0,12545.0,,,2021-04-29,144.0,Pending 
50182.0,10396.0,2166.0,330.0,2025-08-31,592.0,PENDING  
50183.0,12711.0,6354.0,369.0,2025-01-02,862.0,DELIVERED
50184.0,10697.0,,311.0,2024-06-09,429.0, Cancelled
50185.0,11762.0,,329.0,2021-11-23,766.0,DELIVERED
50186.0,12532.0,3942.0,356.0,2023-11-03,486.0,PENDING
50187.0,10237.0,4635.0,368.0,2025-03-07,48.0,PENDING 
,9532.0,6532.0,386.0,2023-05-16,535.0,Delivered 
50189.0,10557.0,2354.0,357.0,2022-11-07,888.0,PENDING
50190.0,,,396.0,2022-02-25,641.0,pending 
50191.0,12844.0,2972.0,372.0,2024-11-09,479.0,Cancelled
50192.0,9505.0,2395.0,339.0,2023-08-03,114.0, Cancelled
50193.0,12487.0,3138.0,370.0,2021-08-13,877.0,
50194.0,11704.0,6906.0,364.0,2025-08-01,809.0,DELIVERED
50195.0,,3446.0,341.0,2024-11-03,481.0,pending
50196.0,10356.0,2605.0,336.0,2025-06-07,953.0,pending 
50197.0,12835.0,6352.0,360.0,2021-03-09,324.0,PENDING  
,9978.0,3160.0,777.0,2023-02-20,709.0,delivered
50199.0,9911.0,3795.0,373.0,2022-05-16,880.0, Pending
50200.0,9482.0,2007.0,387.0,2021-04-07,639.0,Pending
50201.0,10402.0,4708.0,383.0,2025-02-20,617.0,pending 
50202.0,11003.0,6517.0,392.0,2023-12-30,740.0,DELIVERED
50203.0,12343.0,6000.0,388.0,2024-10-13,33.0,PENDING  
50204.0,10030.0,2223.0,384.0,2021-04-13,311.0,Pending 
50205.0,,2402.0,,2021-08-06,938.0,PENDING  
50206.0,,5228.0,347.0,2021-05-06,399.0,CANCELLED
50207.0,10964.0,6143.0,,2022-12-04,714.0, PENDING 
50208.0,10204.0,5347.0,370.0,2025-05-27,,PENDING  
50209.0,9747.0,2128.0,,2024-08-10,635.0,pending 
50210.0,11665.0,3348.0,369.0,2025-08-27,292.0,DELIVERED
50211.0,9452.0,5746.0,305.0,2022-09-02,811.0, Pending
50212.0,10191.0,6918.0,313.0,2021-03-13,117.0,pending
,9767.0,6633.0,,2024-02-10,, Cancelled
50214.0,,6590.0,366.0,2025-10-04,481.0,Delivered
50215.0,10242.0,,395.0,2025-07-18,204.0,
50216.0,,4131.0,313.0,2021-03-19,593.0, Delivered
50217.0,10442.0,4379.0,380.0,2022-08-21,78.0,
50218.0,10145.0,2309.0,399.0,2021-10-17,286.0, Pending
50219.0,12659.0,6043.0,364.0,2023-08-30,774.0, delivered
50220.0,11273.0,5664.0,,2024-07-26,, delivered
50221.0,10035.0,5634.0,326.0,,70.0,PENDING
50222.0,9913.0,3909.0,335.0,2025-11-10,788.0, Cancelled
50223.0,10427.0,2130.0,303.0,2022-07-19,353.0,pending 
50224.0,9971.0,6990.0,,2025-03-03,,
50225.0,11512.0,,395.0,2022-05-12,873.0,
,11112.0,3082.0,395.0,2021-10-06,729.0,CANCELLED
50227.0,11388.0,3825.0,,2021-05-15,588.0, Pending
50228.0,9456.0,3351.0,300.0,2025-07-28,612.0,Pending
50229.0,12892.0,2744.0,348.0,2023-09-17,888.0,cancelled
50230.0,,3164.0,,2023-05-19,96.0,
50231.0,,,345.0,2021-04-22,45.0,
50232.0,10902.0,4945.0,316.0,2022-07-31,110.0,delivered 
50233.0,10936.0,3640.0,312.0,,758.0,Pending
50234.0,10965.0,,336.0,2021-11-26,, delivered
50235.0,12982.0,4239.0,345.0,2024-02-13,807.0,Delivered 
50236.0,11427.0,3669.0,359.0,2022-03-28,365.0,Pending 
50237.0,11342.0,,378.0,2022-11-03,,Pending 
50238.0,,,,2022-08-03,71.0,Cancelled
50239.0,,5218.0,,2022-06-19,56.0,Pending 
50240.0,10948.0,5693.0,305.0,,,
50241.0,11388.0,4449.0,335.0,2022-03-18,231.0,delivered
50242.0,10613.0,4359.0,,2022-11-10,718.0,DELIVERED
,9301.0,3692.0,358.0,2024-07-18,851.0,Cancelled
50244.0,,4199.0,386.0,2021-10-05,299.0,Pending
50245.0,,,338.0,2022-03-08,632.0, Cancelled
50246.0,,2713.0,380.0,2023-02-22,33.0,Pending 
50247.0,,,375.0,2021-06-04,631.0,
,10552.0,,304.0,2025-09-18,637.0,cancelled
50249.0,9004.0,5163.0,397.0,2022-05-23,765.0, Cancelled
50250.0,10419.0,5635.0,325.0,,124.0,Cancelled 
50251.0,11345.0,2849.0,335.0,2024-12-21,658.0,Cancelled
50252.0,9222.0,,341.0,,65.0, Cancelled
50253.0,11712.0,4591.0,322.0,,120.0,Cancelled
50254.0,,5478.0,,2024-01-10,24.0,delivered
50255.0,,5260.0,,2021-10-22,, Cancelled
50256.0,11168.0,,397.0,2025-11-18,849.0,Cancelled
50257.0,9238.0,4609.0,307.0,2025-11-11,96.0, delivered
50258.0,12214.0,6183.0,381.0,2024-03-13,126.0,PENDING 
50259.0,,,386.0,2022-07-09,963.0,Cancelled 
,10019.0,5697.0,375.0,2021-10-15,638.0, PENDING 
50261.0,11911.0,2546.0,393.0,2023-09-05,0.0, PENDING 
50262.0,12022.0,6385.0,,2024-06-03,515.0,Delivered
50263.0,9456.0,5535.0,368.0,2023-09-18,137.0,Delivered
50264.0,11861.0,6412.0,310.0,2024-10-26,455.0, Delivered
50265.0,11704.0,3141.0,322.0,2024-10-01,27.0,PENDING
50266.0,,3822.0,355.0,2024-12-17,398.0,Delivered
50267.0,,6968.0,,2023-08-18,, delivered
50268.0,9043.0,3086.0,,2023-09-06,992.0,Pending 
50269.0,9123.0,2562.0,311.0,2021-08-13,550.0,
50270.0,,5082.0,378.0,2024-07-09,977.0,pending 
50271.0,12245.0,3032.0,301.0,2022-07-24,508.0,CANCELLED
50272.0,11008.0,,349.0,2022-10-14,283.0,cancelled
50273.0,10118.0,2120.0,394.0,2022-04-30,461.0,
50274.0,11614.0,4703.0,314.0,,546.0,
50275.0,9040.0,6555.0,373.0,2023-07-01,116.0,delivered 
50276.0,,,,2024-01-07,,Cancelled 
50277.0,10219.0,2522.0,390.0,2022-01-20,249.0,delivered
50278.0,10059.0,6332.0,322.0,2022-09-28,901.0, PENDING 
50279.0,10676.0,,342.0,2024-12-31,671.0,PENDING
50280.0,10042.0,3131.0,332.0,2025-01-13,64.0,PENDING  
50281.0,12474.0,,383.0,2024-04-21,791.0,Cancelled
50282.0,12170.0,4384.0,379.0,2024-03-06,447.0,Delivered
50283.0,11648.0,4782.0,361.0,2025-01-26,630.0, Cancelled
50284.0,9568.0,,361.0,2022-02-07,798.0,delivered
50285.0,9874.0,5295.0,,2022-03-13,661.0,delivered 
50286.0,9167.0,4960.0,,,221.0,cancelled
,12071.0,3797.0,357.0,2021-07-06,937.0,pending 
50288.0,9269.0,2626.0,,2023-03-14,910.0,PENDING
50289.0,12505.0,3215.0,375.0,,43.0,Pending
50290.0,11918.0,3169.0,395.0,2025-12-14,219.0, Delivered
50291.0,11801.0,2720.0,,2022-01-15,74.0,
50292.0,9419.0,4117.0,303.0,2025-05-09,637.0,
50293.0,12063.0,3528.0,371.0,2023-07-07,377.0, Pending
50294.0,9546.0,2519.0,397.0,2024-04-08,867.0,Pending 
50295.0,12871.0,3720.0,311.0,2023-11-30,28.0, Delivered
50296.0,12185.0,5848.0,318.0,2025-09-26,432.0,delivered
50297.0,10916.0,,313.0,,,
,11505.0,3292.0,,2024-09-10,896.0,pending
50299.0,9532.0,6624.0,,2025-04-16,377.0,Pending 
50300.0,12838.0,3847.0,308.0,,750.0,cancelled
50301.0,,3640.0,,2024-11-24,650.0, Pending
50302.0,,4149.0,317.0,2025-12-12,708.0, Delivered
50303.0,9689.0,,336.0,2025-07-03,282.0,PENDING  
50304.0,12087.0,6187.0,333.0,2024-04-18,407.0,Delivered
50305.0,12857.0,4166.0,348.0,2022-07-11,-4.0,Cancelled
50306.0,12773.0,3968.0,374.0,2022-04-08,965.0,PENDING 
50307.0,,2396.0,303.0,2023-03-21,60.0,delivered
50308.0,11670.0,,,2022-02-21,163.0, Delivered
50309.0,11169.0,2158.0,,2021-08-18,446.0,PENDING 
50310.0,,,397.0,2022-03-04,262.0,Pending 
50311.0,10525.0,3168.0,388.0,2025-11-15,50.0,
50312.0,10214.0,3637.0,379.0,2024-03-18,69.0,Pending
50313.0,12786.0,4918.0,356.0,2023-05-29,,cancelled
50314.0,10512.0,6327.0,385.0,2022-10-05,621.0,Pending
50315.0,12265.0,5294.0,385.0,2022-10-20,571.0,
50316.0,11799.0,3549.0,,2025-01-17,937.0,DELIVERED
50317.0,9904.0,5598.0,385.0,,344.0,Delivered 
50318.0,10240.0,5798.0,370.0,2025-08-08,182.0,pending
50319.0,10121.0,4352.0,347.0,2023-06-14,210.0,cancelled
50320.0,9973.0,3057.0,394.0,2022-06-07,578.0,PENDING 
50321.0,,3923.0,,2025-06-02,718.0,delivered
,12949.0,,326.0,2022-11-12,-15.0,Pending 
,10659.0,,384.0,2022-06-09,336.0, Cancelled
50324.0,10244.0,,327.0,2021-12-10,428.0,Cancelled
50325.0,12902.0,6172.0,360.0,2021-04-07,716.0,cancelled
50326.0,11927.0,3421.0,344.0,2024-12-07,125.0,Delivered
50327.0,11822.0,4313.0,342.0,,34.0,Delivered
,12426.0,5281.0,,2022-07-13,46.0,delivered
50329.0,10496.0,4223.0,374.0,2021-10-05,,DELIVERED
50330.0,10623.0,6971.0,335.0,2023-07-13,126.0, PENDING 
,9887.0,3853.0,311.0,2025-02-08,565.0,Delivered
50332.0,12591.0,6065.0,373.0,2023-01-26,959.0,delivered
50333.0,,2683.0,335.0,2022-01-17,,Pending 
50334.0,10840.0,,349.0,2022-03-18,715.0,Cancelled 
50335.0,9893.0,2085.0,382.0,,211.0, Pending
50336.0,11772.0,5718.0,381.0,2021-03-26,447.0,Cancelled
50337.0,12118.0,4378.0,307.0,2022-03-16,674.0,Pending 
50338.0,11774.0,4571.0,321.0,2021-01-03,,delivered
50339.0,10780.0,4988.0,396.0,2024-07-16,470.0, Cancelled
50340.0,11314.0,5043.0,357.0,2024-07-22,912.0, PENDING 
50341.0,12211.0,6919.0,337.0,2021-11-20,833.0,PENDING 
50342.0,9151.0,3212.0,387.0,2022-09-08,227.0, Cancelled
50343.0,11267.0,2267.0,379.0,2021-05-02,111.0,Pending 
50344.0,,3420.0,339.0,2024-01-30,504.0,CANCELLED
50345.0,9131.0,4810.0,308.0,2021-10-07,49.0,Delivered
50346.0,12078.0,,315.0,2024-02-12,328.0, PENDING 
50347.0,12228.0,4605.0,,2025-02-15,421.0, PENDING 
50348.0,,4783.0,381.0,2023-05-11,235.0,
50349.0,,4811.0,317.0,2023-07-24,365.0,Pending
50350.0,9693.0,3319.0,368.0,2023-01-23,484.0,Delivered 
50351.0,10673.0,5958.0,338.0,2025-01-29,679.0,
50352.0,10661.0,2448.0,,2022-11-02,580.0,Delivered
50353.0,9029.0,5030.0,322.0,2024-07-20,395.0,CANCELLED
50354.0,12879.0,2260.0,342.0,2024-06-13,298.0,
50355.0,12120.0,2387.0,344.0,2021-01-02,295.0, PENDING 
50356.0,9592.0,5492.0,,2024-06-03,645.0,Delivered 
50357.0,12177.0,3560.0,386.0,2022-09-28,965.0,Cancelled
50358.0,12591.0,6266.0,393.0,2021-10-01,977.0,delivered
50359.0,,,328.0,2024-05-06,,Cancelled 
50360.0,9833.0,3420.0,331.0,2024-01-16,309.0,Delivered
50361.0,11691.0,6963.0,,2022-11-28,962.0,Pending
50362.0,10220.0,,335.0,2022-12-17,111.0,delivered
50363.0,,,385.0,2021-04-22,123.0,pending
50364.0,12663.0,,368.0,2021-12-27,,delivered
50365.0,11927.0,3681.0,,2022-10-21,42.0,delivered
50366.0,9557.0,3415.0,365.0,2022-04-25,661.0,PENDING 
50367.0,10197.0,3096.0,303.0,2025-10-08,908.0,Delivered
50368.0,11320.0,5224.0,387.0,2025-01-16,888.0,cancelled
,10900.0,2714.0,336.0,,793.0,DELIVERED
50370.0,,4566.0,,2022-04-12,482.0,delivered
50371.0,10332.0,2239.0,,2021-03-09,215.0,Delivered 
50372.0,10801.0,,380.0,2023-01-26,,PENDING 
50373.0,10378.0,4925.0,387.0,2022-04-22,780.0,PENDING
50374.0,11916.0,3667.0,,2021-02-12,,Pending 
50375.0,12727.0,2640.0,354.0,2021-02-16,249.0,Delivered
,10320.0,5135.0,321.0,,-13.0,cancelled
50377.0,,4847.0,339.0,2022-12-12,709.0, delivered
50378.0,,6694.0,,2024-05-09,321.0,pending
50379.0,10525.0,5761.0,338.0,2023-01-21,665.0,cancelled
50380.0,9845.0,4443.0,358.0,2025-01-21,617.0, Delivered
,9659.0,4029.0,396.0,,876.0,Pending 
,9085.0,,344.0,2022-05-08,294.0, delivered
50383.0,9051.0,2806.0,330.0,2022-12-05,807.0,Delivered
50384.0,10704.0,,777.0,2021-03-21,540.0,Cancelled
50385.0,10058.0,4921.0,336.0,2025-09-05,315.0,Delivered 
50386.0,11865.0,3492.0,391.0,2024-12-01,727.0,pending
50387.0,11841.0,2734.0,312.0,2025-02-25,840.0, Pending
50388.0,,2783.0,384.0,,808.0,
50389.0,,4277.0,,2025-02-24,, Pending
50390.0,9958.0,6265.0,372.0,2023-09-16,95.0,Delivered 
,12322.0,,,2023-09-30,770.0,PENDING  
50392.0,,2846.0,369.0,2025-03-03,368.0,pending
50393.0,10268.0,5436.0,383.0,2024-01-06,64.0,PENDING  
50394.0,11036.0,5689.0,362.0,2022-10-03,611.0,DELIVERED
50395.0,11580.0,5806.0,,2025-11-17,875.0,Cancelled
50396.0,11130.0,,,2021-08-10,29.0, Pending
50397.0,12447.0,6378.0,385.0,2025-05-10,143.0,
50398.0,9213.0,,337.0,2021-01-09,127.0, Pending
50399.0,11373.0,2727.0,344.0,2021-07-19,534.0,Delivered
50400.0,10507.0,6729.0,370.0,2023-11-21,115.0,Delivered 
50401.0,11334.0,4434.0,396.0,2022-01-21,,PENDING  
50402.0,9597.0,,,,197.0,PENDING
,,2985.0,,2023-04-01,916.0, delivered
,,4267.0,349.0,2023-09-08,485.0, Cancelled
50405.0,,4718.0,366.0,,772.0,cancelled
50406.0,9399.0,,,2024-02-11,351.0,
50407.0,,4089.0,326.0,2025-02-19,213.0,pending 
50408.0,9602.0,,,2021-07-22,754.0,Cancelled 
50409.0,11937.0,2969.0,384.0,,94.0,Pending 
50410.0,10116.0,5262.0,307.0,,833.0,PENDING 
50411.0,9701.0,,393.0,,168.0,Pending
50412.0,10578.0,2210.0,366.0,,396.0,delivered
50413.0,12008.0,4207.0,386.0,,176.0,Delivered 
50414.0,,,399.0,2023-02-03,529.0, delivered
50415.0,10987.0,6943.0,,2024-03-19,503.0,pending
50416.0,,2409.0,341.0,,615.0,
50417.0,12235.0,4661.0,380.0,2022-12-06,535.0,delivered 
50418.0,10011.0,,374.0,2023-06-29,800.0, PENDING 
50419.0,12725.0,5025.0,345.0,2021-01-30,,pending
50420.0,11245.0,5300.0,,2023-06-11,946.0,Delivered
,10616.0,4318.0,,,839.0, delivered
,,5210.0,345.0,2023-01-04,543.0, PENDING 
50423.0,10425.0,4526.0,320.0,2023-08-22,224.0, Delivered
50424.0,9862.0,3262.0,306.0,2021-07-28,671.0,Cancelled 
50425.0,9188.0,,351.0,2022-12-12,281.0,Delivered
50426.0,12099.0,5643.0,354.0,2024-07-08,443.0,Pending 
50427.0,10099.0,6699.0,,,916.0,pending
50428.0,,2495.0,311.0,2025-07-31,621.0, PENDING 
50429.0,,3735.0,372.0,2025-08-05,412.0,Cancelled
50430.0,,3263.0,345.0,,970.0,pending 
50431.0,10404.0,6092.0,327.0,2024-11-20,591.0,delivered
50432.0,12621.0,5215.0,301.0,2024-05-26,441.0,Cancelled
50433.0,12043.0,,304.0,2021-02-07,857.0,delivered
50434.0,12741.0,6454.0,357.0,2025-09-18,263.0,PENDING
50435.0,11859.0,2054.0,314.0,2022-07-02,602.0,pending 
,10512.0,,338.0,2021-05-24,779.0,Delivered
50437.0,9903.0,3447.0,374.0,2021-03-27,583.0,
50438.0,11570.0,6008.0,,2024-04-17,567.0,Delivered
50439.0,,5831.0,322.0,2023-03-03,696.0,Delivered 
,9428.0,,,2023-01-15,513.0, Cancelled
50441.0,12050.0,3618.0,390.0,2024-10-07,, Pending
50442.0,9109.0,,,,347.0,cancelled
