shipment_id,order_id,shipment_date,delivery_date,shipping_cost
200112.0,91422.0,2023-10-07,2025-11-27,2324.99
200113.0,84191.0,2021-01-06,2023-11-30,2070.93
200114.0,88036.0,2021-06-26,2021-06-26,1927.01
200115.0,99433.0,2024-06-16,2024-09-14,4849.6
200116.0,72747.0,2024-09-12,2025-12-25,1558.46
,66590.0,,2024-03-11,1638.87
200118.0,89579.0,2021-12-04,2024-07-13,1941.32
200119.0,99234.0,2025-08-08,2022-11-08,930.92
200120.0,77534.0,2024-01-14,2021-02-17,453.89
200121.0,82111.0,2025-07-07,2025-06-15,863.4
200122.0,53670.0,2021-10-15,2023-12-25,2296.86
200123.0,54509.0,2025-05-16,,2141.96
200124.0,,2023-11-15,,
200125.0,72746.0,2021-04-22,2025-04-21,3154.4
200126.0,87926.0,,2022-01-22,1855.28
200127.0,97090.0,2023-10-19,2022-09-14,1464.14
200128.0,82118.0,2021-11-25,2021-12-16,4566.51
,66355.0,2022-05-15,2022-03-30,2834.46
,,,2022-11-12,98.2
200131.0,55598.0,,2023-10-20,2143.32
200132.0,90233.0,2025-08-23,2023-10-07,4960.05
200133.0,75053.0,2021-06-02,,538.51
200134.0,57571.0,2024-11-10,2023-08-08,1594.51
200135.0,73318.0,2023-08-28,2024-05-28,308.45
,76161.0,2024-06-15,2024-06-29,90.79
200137.0,77539.0,,2022-06-14,2428.43
200138.0,,2022-05-17,2025-04-27,2085.53
200139.0,92649.0,2023-09-27,2023-09-20,1340.14
200140.0,84378.0,2023-01-04,2023-08-07,3971.85
200141.0,96833.0,2021-02-17,2023-12-27,1499.91
200142.0,73108.0,,2021-10-02,2362.99
200143.0,61994.0,2024-08-20,2024-07-13,4249.19
200144.0,89301.0,2022-03-20,2023-09-27,3827.94
200145.0,,2022-04-16,2022-03-22,973.52
,94909.0,2023-02-04,2023-12-21,3711.02
200147.0,97236.0,2025-06-28,2025-10-29,821.04
200148.0,,2024-03-10,2021-11-13,1514.57
200149.0,89036.0,,2021-05-28,4675.67
200150.0,76660.0,2021-02-27,2021-07-24,27.87
200151.0,51598.0,2021-03-31,2024-09-01,1789.92
200152.0,,,2021-07-07,2959.5
200153.0,92398.0,2025-01-07,2021-01-24,2428.21
200154.0,71992.0,2025-09-05,,1996.49
,,2021-08-20,2022-02-18,181.19
200156.0,89126.0,2022-09-02,2024-05-21,
200157.0,,2021-10-28,2023-02-23,76.97
200158.0,,2025-04-14,2025-07-09,2654.46
200159.0,95949.0,2024-06-24,2021-05-08,3096.77
200160.0,59301.0,2024-06-06,2025-07-22,2026.26
200161.0,52651.0,2023-12-24,2025-02-07,1409.14
200162.0,68188.0,,2025-12-17,271.2
200163.0,,2024-11-24,2023-10-03,2868.79
200164.0,62690.0,2025-09-06,2024-11-29,725.14
200165.0,95894.0,2022-04-29,2023-01-06,3109.88
200166.0,87562.0,2021-07-17,,2404.38
200167.0,,2022-10-14,,1900.21
200168.0,68464.0,2024-01-30,2022-07-20,
200169.0,62022.0,2024-04-18,2023-12-22,4615.13
200170.0,83743.0,2021-05-09,2023-08-06,2436.85
200171.0,84122.0,2025-03-06,2025-01-26,3968.66
200172.0,64571.0,2025-07-22,2024-12-01,1701.52
,68084.0,2023-11-09,2025-10-03,4032.56
200174.0,82856.0,2025-10-22,2023-08-08,4726.46
200175.0,89490.0,2024-05-26,2025-07-08,3493.81
200176.0,52443.0,2023-10-10,2022-06-20,3394.43
200177.0,67472.0,,2024-02-20,3213.72
200178.0,72365.0,2023-05-19,2022-07-13,4334.52
200179.0,50955.0,2023-04-29,2021-12-22,624.5
200180.0,83522.0,2025-01-19,2022-12-10,3505.55
200181.0,81370.0,2024-08-31,2021-12-05,4520.36
200182.0,58833.0,,2022-02-11,1198.35
200183.0,,2022-11-19,2023-12-10,1226.45
,66665.0,,2022-08-03,1315.48
,77557.0,2025-06-05,2024-06-14,3041.63
200186.0,79222.0,2022-01-16,2021-11-28,
,50180.0,2021-01-07,2021-09-20,1614.4
,52936.0,2021-08-09,2021-09-26,2925.1
200189.0,52756.0,2024-04-21,2024-08-18,848.53
200190.0,51922.0,2023-02-28,2022-05-14,
200191.0,,2022-08-21,2023-05-27,
200192.0,59180.0,2022-05-14,2021-06-23,3066.04
200193.0,73827.0,2021-12-13,2024-12-21,1778.08
200194.0,70805.0,2024-12-23,2023-04-18,1113.92
200195.0,,2025-10-07,,622.21
200196.0,,2024-05-03,2024-01-24,3013.66
200197.0,70584.0,2025-10-21,2021-06-06,4102.43
200198.0,,2021-08-31,2022-01-06,134.6
200199.0,,2025-12-12,,396.98
200200.0,86025.0,2025-11-26,2022-10-19,1809.81
200201.0,65025.0,2022-07-05,,837.06
200202.0,,2022-01-11,2025-08-19,4428.23
200203.0,54870.0,2025-02-17,2022-08-09,1308.97
200204.0,51546.0,2023-10-20,2021-09-18,865.48
200205.0,99096.0,2021-07-25,,3661.69
200206.0,95028.0,2024-06-10,2024-01-25,1750.7
200207.0,97846.0,2022-07-13,,4374.13
200208.0,,2025-09-02,2022-08-17,2785.51
200209.0,81686.0,2024-10-17,2021-04-10,1251.28
200210.0,,2021-02-09,2021-02-01,1665.68
200211.0,91385.0,2024-02-19,2023-03-28,179.23
200212.0,64473.0,2021-02-28,2024-09-02,4643.52
200213.0,,2025-04-19,2024-07-20,4849.4
200214.0,90845.0,2022-02-16,2022-10-15,
200215.0,50584.0,2024-10-28,2021-09-09,1958.8
200216.0,66471.0,2024-08-24,,1412.7
200217.0,,2023-11-14,2025-05-06,53.91
200218.0,51218.0,2022-12-29,2024-03-21,3611.11
200219.0,82805.0,2021-08-13,2024-10-14,1649.76
200220.0,89683.0,2022-03-12,2025-01-05,2363.63
200221.0,79352.0,2024-05-12,2023-10-01,4998.57
200222.0,98033.0,2022-12-22,2025-09-26,2683.03
200223.0,86988.0,2024-01-17,2023-01-25,-22.34
200224.0,56377.0,2024-12-05,2023-12-24,1499.41
,,2024-06-24,2023-08-13,1807.86
200226.0,82828.0,2022-01-21,2024-12-20,1097.35
200227.0,69818.0,2022-11-08,2025-02-01,-93.94
200228.0,93244.0,2021-03-25,,2207.93
200229.0,62934.0,2021-10-24,2023-10-16,304.02
200230.0,90142.0,2025-02-15,2025-10-24,1346.65
200231.0,63039.0,2023-12-03,2025-08-08,4405.21
200232.0,74233.0,2022-08-21,2025-02-26,4040.71
200233.0,52411.0,2023-06-12,2022-04-19,60.32
,95557.0,2025-05-06,2021-08-15,
200235.0,81681.0,2021-05-30,2024-09-18,1033.09
200236.0,82170.0,,2024-01-06,2250.1
,81832.0,2025-10-23,2022-06-26,2725.27
200238.0,,2024-01-06,2023-03-08,4784.43
200239.0,68290.0,2023-08-09,2025-08-13,2386.73
200240.0,82702.0,2021-12-30,2023-04-05,367.36
200241.0,52305.0,2021-03-16,2025-12-08,4834.79
200242.0,85313.0,,2021-10-12,234.41
200243.0,83600.0,2022-11-14,2025-05-18,3084.89
200244.0,98577.0,2021-12-15,2023-11-14,3557.25
200245.0,54930.0,2023-08-15,2024-08-08,2255.9
200246.0,,2022-02-24,2024-06-04,3423.38
200247.0,,2023-07-01,2025-08-22,624.92
200248.0,50031.0,2025-10-23,2025-02-10,417.8
200249.0,,2023-05-25,2024-02-22,249.75
200250.0,67151.0,2021-02-15,2025-07-03,1287.71
200251.0,97542.0,2025-07-31,2021-10-02,1312.59
200252.0,88430.0,2022-01-05,2021-08-22,2612.07
200253.0,,2025-03-11,2024-08-27,1926.79
200254.0,,2024-11-04,2024-08-12,1158.0
200255.0,55782.0,2025-05-24,2021-08-15,2731.11
,74039.0,,2024-12-09,4636.51
200257.0,73125.0,2025-07-16,2022-07-07,
200258.0,74987.0,2022-07-09,,3126.94
200259.0,,2024-07-19,2021-02-24,1649.34
200260.0,62014.0,,2021-11-23,1008.01
200261.0,61830.0,2022-05-17,,2271.99
200262.0,73330.0,2021-04-28,2021-10-01,2980.43
200263.0,66910.0,2021-10-23,2023-09-06,
,,2025-05-08,2024-02-12,137.91
200265.0,52250.0,2023-07-06,2022-05-05,4427.81
200266.0,,2021-06-27,2023-08-17,978.25
200267.0,84410.0,2025-11-06,2024-11-12,
200268.0,81887.0,2021-04-07,2025-12-06,3259.14
200269.0,86606.0,,,3140.49
200270.0,78116.0,2024-10-04,2022-08-05,388.91
200271.0,70035.0,2021-11-06,2021-04-25,276.47
,87366.0,2022-09-06,2025-11-08,2310.5
200273.0,,2025-04-29,2023-09-15,826.42
,,2024-11-08,2023-08-27,2522.18
200275.0,,2024-09-10,2021-03-12,1055.2
200276.0,83381.0,2023-03-29,2021-01-12,3883.83
200277.0,58625.0,2024-08-30,,
200278.0,50264.0,2022-03-23,2024-11-17,2717.25
,81392.0,2024-08-25,2024-04-18,2749.7
200280.0,93496.0,2024-06-04,2022-05-23,1126.78
200281.0,72061.0,2024-10-12,2021-05-20,3010.12
200282.0,78543.0,2024-03-29,2025-10-22,1930.17
200283.0,77400.0,2022-01-08,,4546.96
200284.0,65202.0,2025-10-31,2023-03-22,2591.47
200285.0,,2021-11-12,2025-02-27,2280.07
,60850.0,2025-06-10,,1803.14
200287.0,80677.0,2025-02-09,2023-04-05,4888.1
,98125.0,2024-01-25,2025-04-18,3421.43
200289.0,55783.0,2023-09-26,2021-09-18,4284.17
200290.0,65214.0,2024-04-29,2023-07-11,2036.69
200291.0,,2022-01-26,2021-11-19,-164.53
200292.0,99709.0,2024-04-25,2021-10-23,
200293.0,85146.0,,2024-07-17,
,82301.0,2021-10-22,2021-01-15,1067.24
200295.0,64411.0,2025-04-26,2021-07-11,2398.28
200296.0,96089.0,2022-05-28,,1512.07
200297.0,89256.0,2023-01-29,2023-04-29,730.47
200298.0,74522.0,2022-07-27,,2014.09
200299.0,64271.0,2022-01-08,2023-11-27,4476.4
,62001.0,2021-06-10,2021-06-14,2971.94
200301.0,93586.0,2024-07-11,2024-11-23,2962.37
200302.0,,2025-03-13,2024-12-19,2032.13
200303.0,,2025-11-30,2022-10-08,4549.42
200304.0,51704.0,2022-02-12,2025-04-09,400.24
200305.0,89649.0,2025-10-15,2021-02-16,1940.6
200306.0,66382.0,2024-11-12,2023-08-29,2489.14
200307.0,65247.0,2024-03-06,2021-12-17,892.41
200308.0,84073.0,2025-11-26,2023-01-08,2896.82
,,2024-11-06,2025-08-18,3524.42
200310.0,93043.0,2025-05-17,2024-08-17,1833.98
200311.0,59244.0,2021-03-23,2025-10-06,3159.01
200312.0,60381.0,2022-07-06,2022-12-08,1930.37
200313.0,76798.0,2022-04-25,2023-06-29,2615.23
,85356.0,2023-05-24,,669.93
200315.0,76092.0,2022-01-03,2025-02-17,2142.54
200316.0,59154.0,2022-06-09,2024-05-12,953.07
,68137.0,2023-08-07,2021-01-13,571.64
,,2021-06-18,2024-08-22,1228.1
200319.0,50817.0,2024-01-11,2022-05-01,4279.99
,54982.0,2022-02-04,2023-08-28,874.49
200321.0,,2023-12-25,2024-11-19,4459.75
200322.0,87325.0,2021-07-31,2024-01-21,3310.72
200323.0,95836.0,2023-06-21,2022-09-02,2724.35
200324.0,96024.0,2023-04-04,2021-05-18,1412.61
,,2023-09-14,2021-11-25,2320.94
200326.0,,2024-02-28,2025-03-18,3089.31
200327.0,,2025-04-11,,1536.5
200328.0,,2023-02-02,2024-06-30,4626.69
200329.0,74296.0,2024-06-24,2025-01-02,2410.1
200330.0,,2021-05-28,2021-12-25,931.71
200331.0,69607.0,2021-06-06,2024-08-08,428.33
200332.0,87802.0,2024-09-03,2022-11-10,1270.42
200333.0,51296.0,2024-09-16,2022-03-06,324.84
200334.0,55377.0,2022-12-08,2021-06-18,
200335.0,87152.0,,2024-06-06,2781.94
200336.0,61994.0,2024-09-12,2024-02-23,3821.27
200337.0,77634.0,2022-05-08,2025-12-19,-96.48
200338.0,79973.0,2023-07-22,2021-07-22,3635.61
200339.0,55729.0,2024-01-09,2022-02-13,1955.88
200340.0,56964.0,2021-08-15,2023-11-11,3986.45
200341.0,78195.0,2025-04-20,2021-11-08,901.11
200342.0,,2024-09-21,2023-09-04,-195.0
200343.0,57248.0,2023-08-16,2021-03-21,1922.77
200344.0,51152.0,2023-07-25,2023-02-07,523.94
200345.0,70262.0,2021-02-02,2023-09-13,
200346.0,64797.0,2025-07-09,2024-07-23,22.37
200347.0,64590.0,2025-12-25,,4011.6
200348.0,99685.0,,2022-07-12,2614.52
200349.0,,2023-09-19,2024-12-05,2101.88
200350.0,99072.0,2025-08-26,2023-12-27,
200351.0,53204.0,2023-01-31,2024-12-05,2453.69
200352.0,,2021-02-05,2022-08-24,2273.23
200353.0,,2023-08-15,2025-02-10,2959.36
200354.0,73609.0,2023-09-19,2022-02-18,3798.14
200355.0,93856.0,2021-05-21,2022-12-13,4587.5
200356.0,51321.0,2021-02-15,2023-06-19,1218.38
200357.0,57758.0,2023-09-07,,2406.62
200358.0,72277.0,2022-10-02,2024-02-14,
200359.0,,2024-12-14,2023-09-07,4627.45
200360.0,53378.0,2023-08-06,2025-04-28,4045.39
200361.0,84096.0,2025-05-15,2024-04-30,3680.9
200362.0,84611.0,2023-04-15,2022-05-12,4084.89
200363.0,90774.0,2021-08-05,2023-01-06,3860.54
200364.0,69103.0,2025-11-12,2022-07-25,
200365.0,97482.0,,2025-04-19,4218.2
,67140.0,2023-01-18,2021-07-11,2069.12
200367.0,94070.0,2024-02-03,2023-10-15,1185.38
200368.0,72662.0,2023-11-19,2024-10-22,
200369.0,85679.0,2023-10-07,2023-04-13,371.22
200370.0,71585.0,,2025-06-01,3075.66
200371.0,67799.0,2022-12-06,2022-02-10,776.64
200372.0,94574.0,2023-07-01,2025-12-08,51.56
200373.0,76673.0,2023-10-31,2021-05-08,1126.37
200374.0,99148.0,2023-07-28,2024-08-03,3199.92
200375.0,96919.0,,2024-07-16,1345.73
200376.0,50304.0,,2023-06-16,3030.67
,,2025-10-13,,
200378.0,94129.0,2024-07-13,2021-11-20,3078.68
200379.0,83245.0,2025-06-10,2023-07-08,1778.65
200380.0,90716.0,,2021-07-02,4474.69
200381.0,89692.0,2021-11-07,2024-04-11,489.42
200382.0,,2024-07-02,2022-12-26,
200383.0,56150.0,2023-07-28,,-186.39
200384.0,68905.0,2022-08-08,2024-02-05,
200385.0,88940.0,2023-12-17,2025-01-13,-148.83
200386.0,,,2022-01-06,1301.17
,79076.0,2025-10-01,2023-10-25,9.02
,77825.0,2025-01-29,2022-04-11,4521.72
200389.0,84836.0,2022-10-26,2023-09-24,2600.28
,65601.0,,2025-09-21,228.22
200391.0,93631.0,2022-06-05,2023-05-24,3309.74
200392.0,83470.0,2023-04-25,2023-04-08,1124.77
200393.0,65677.0,2025-03-23,2022-10-18,
200394.0,84976.0,2021-01-23,2025-11-15,
200395.0,73339.0,2021-03-12,2024-07-22,1131.05
200396.0,54185.0,2025-04-03,2022-07-12,2487.93
200397.0,77810.0,2024-02-16,2022-09-20,-186.01
200398.0,85802.0,2021-01-22,2025-11-12,2143.87
200399.0,,2022-07-03,2021-08-11,4644.44
200400.0,90107.0,2023-08-08,2022-07-10,1738.06
200401.0,70147.0,2024-05-15,2025-11-11,
200402.0,90829.0,2022-12-16,2021-12-17,1468.98
200403.0,,2021-10-23,2025-11-23,4662.4
200404.0,73527.0,2023-04-19,2024-10-15,1272.8
,91277.0,2024-01-09,2021-09-16,1130.25
200406.0,,2021-11-18,2023-01-11,2563.54
,55513.0,2024-01-11,2024-05-05,3739.14
200408.0,78689.0,2023-06-12,2022-05-30,3996.17
200409.0,61347.0,2024-10-11,2023-11-03,3653.59
200410.0,75087.0,2024-02-09,2021-09-02,4523.5
200411.0,,2024-07-31,,
200412.0,94238.0,2025-07-17,2022-04-07,
200413.0,,2022-11-02,2021-12-19,4845.73
200414.0,64255.0,2022-03-03,2025-03-05,2488.78
200415.0,66766.0,2022-06-20,2023-12-25,958.61
200416.0,77683.0,2021-11-25,,4326.86
200417.0,58058.0,2022-10-28,2025-03-13,3062.77
200418.0,54740.0,2024-11-16,2025-11-01,3728.17
200419.0,61737.0,2025-10-17,2023-03-16,4612.28
200420.0,,2024-12-29,2024-07-31,3920.62
200421.0,,2024-07-11,2022-08-16,3395.36
200422.0,55356.0,2024-04-08,2025-11-22,500.73
200423.0,,2024-05-18,2023-06-17,3679.85
200424.0,96942.0,2023-04-29,2022-06-28,
200425.0,74757.0,2023-03-06,2022-11-26,4840.54
200426.0,,2023-07-28,2021-01-01,248.98
200427.0,,2024-08-31,2022-10-13,781.13
200428.0,67061.0,2022-05-05,2024-12-26,1840.86
200429.0,53397.0,2023-11-03,,142.61
200430.0,88730.0,2023-01-15,2023-02-17,1431.54
200431.0,80250.0,2024-06-28,,
200432.0,85898.0,2025-04-29,2024-07-14,4543.98
200433.0,93230.0,2025-02-09,2024-07-11,1458.9
200434.0,78343.0,2025-12-20,2025-01-21,
200435.0,60489.0,2025-09-05,2025-11-27,2852.41
200436.0,64769.0,2022-03-05,2021-03-03,4165.13
200437.0,86424.0,,2024-04-25,3633.55
200438.0,69972.0,2023-06-20,,524.31
,94248.0,2022-12-04,2024-08-27,408.98
200440.0,66384.0,2023-10-29,2025-07-13,1964.07
200441.0,,2025-01-24,2025-10-26,3172.96
200442.0,74254.0,2021-10-29,2024-01-19,1286.86
200443.0,55705.0,2025-08-20,2021-07-28,
200444.0,57098.0,2024-04-27,2021-11-16,4061.97
200445.0,91300.0,2022-09-05,2025-08-27,-81.18
200446.0,67760.0,2023-11-02,2025-05-23,
200447.0,,2021-07-31,2023-06-11,4943.63
200448.0,88841.0,2022-08-19,,1702.0
200449.0,55642.0,2025-08-09,2022-10-12,1509.87
200450.0,59540.0,2022-09-22,2023-12-02,3221.48
200451.0,54384.0,2024-09-15,2024-11-29,4245.54
200452.0,81061.0,2025-10-24,2023-03-30,2573.1
200453.0,95337.0,2024-06-03,2021-04-28,1328.64
200454.0,64523.0,2022-08-11,2023-11-28,856.15
,73251.0,2021-10-25,2023-08-11,4135.16
,92273.0,2021-07-31,2024-11-10,1120.36
200457.0,55084.0,2023-09-05,2023-03-23,1759.94
200458.0,98476.0,2022-11-19,2022-02-12,3064.01
200459.0,83781.0,2023-11-06,2024-12-13,1289.86
200460.0,,2021-02-10,,2018.7
200461.0,81233.0,2023-06-04,2025-10-01,1182.87
200462.0,,2022-08-06,2025-02-17,4507.33
200463.0,90333.0,2023-07-05,2024-10-22,1351.32
,85125.0,2024-01-26,2021-06-02,950.83
200465.0,72296.0,2022-10-24,2024-09-06,1951.45
200466.0,,2023-08-06,2024-03-03,
200467.0,,2024-02-28,2023-12-10,1435.98
200468.0,65727.0,2021-07-05,2021-02-22,1869.51
200469.0,52780.0,2022-12-12,2025-06-28,
200470.0,,2023-12-20,2021-11-04,2703.62
200471.0,,2024-12-10,2022-06-17,1024.47
200472.0,,2021-06-15,2021-08-03,2880.91
200473.0,72655.0,2024-09-04,2024-09-05,1626.56
200474.0,,,2025-02-09,-165.34
200475.0,60953.0,2023-05-06,,306.62
200476.0,52214.0,2021-01-19,2025-01-26,2391.65
200477.0,73561.0,,2025-09-27,156.67
200478.0,82234.0,2023-08-20,2024-04-02,
200479.0,66108.0,2021-07-03,2021-03-22,
200480.0,54045.0,2025-03-01,2023-01-14,359.85
200481.0,84388.0,2024-02-25,2024-10-25,1856.96
200482.0,,2025-01-23,2022-02-11,2177.52
200483.0,83057.0,2024-04-16,2021-11-10,-106.15
200484.0,74219.0,2023-09-26,2021-09-25,520.49
,,2021-08-24,2023-12-20,520.65
200486.0,87918.0,2021-08-11,2021-06-25,
200487.0,71809.0,2022-11-19,2021-05-10,
200488.0,76556.0,2024-06-19,2021-05-11,
200489.0,76092.0,2024-02-13,,2861.66
200490.0,,2021-04-10,2025-07-03,
200491.0,90963.0,2021-12-10,2022-09-24,3115.68
,80697.0,2021-01-29,2025-04-05,1181.45
200493.0,52793.0,2023-07-06,,4434.07
,69321.0,2024-11-03,2025-08-13,4101.38
200495.0,50671.0,2023-04-28,2025-08-19,3422.64
200496.0,,2023-12-16,2025-11-12,4385.15
200497.0,96530.0,,2022-03-19,1271.34
200498.0,91207.0,,2021-11-11,478.73
200499.0,91336.0,,2021-02-09,-55.6
200500.0,73360.0,2025-10-24,2023-01-22,3828.81
200501.0,98059.0,2022-06-17,2024-12-31,4665.53
200502.0,82775.0,2023-01-22,2025-06-11,2296.02
200503.0,68685.0,2025-06-10,2021-07-29,1075.41
200504.0,78352.0,2024-11-14,2022-01-20,1131.68
200505.0,77293.0,,2025-07-29,2627.8
200506.0,92627.0,2022-03-26,2021-01-26,4295.18
200507.0,94954.0,2023-01-24,2024-11-06,3729.43
200508.0,58762.0,2021-01-29,2024-07-31,2545.34
,,2025-12-19,2024-11-01,
200510.0,98842.0,2025-06-25,2025-06-23,1638.07
200511.0,,2022-07-21,2021-10-30,2891.89
200512.0,,2022-07-15,2021-01-17,4810.61
200513.0,75107.0,2025-06-18,2025-07-05,
200514.0,72449.0,2022-04-22,2023-10-26,
,64716.0,2025-10-18,2021-11-13,1822.86
200516.0,59664.0,2024-10-05,2021-05-02,3329.25
200517.0,55386.0,2022-11-15,2025-11-06,2505.31
200518.0,67216.0,2024-06-04,2022-05-30,1946.84
,98923.0,2025-02-24,2022-03-13,567.91
200520.0,97604.0,2025-03-02,2025-06-16,
200521.0,70698.0,2025-01-09,2024-01-05,2300.29
200522.0,95567.0,2024-02-18,2025-03-21,730.69
,57223.0,2021-08-16,2022-06-13,3546.65
200524.0,,2023-12-27,2023-05-11,1742.52
200525.0,,2021-11-26,2023-07-11,3952.43
200526.0,76742.0,2021-11-16,2023-01-11,1137.49
200527.0,89324.0,2022-01-14,,2220.17
200528.0,93570.0,2023-06-12,2022-05-11,3214.15
200529.0,,2023-10-04,2021-10-22,3452.97
200530.0,77205.0,2025-09-06,2023-06-21,2805.32
200531.0,60718.0,2023-07-29,,1758.27
200532.0,51413.0,2024-03-10,2021-12-31,556.51
200533.0,98808.0,2023-09-01,2023-06-18,3303.7
